#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
61000741,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,DEF,0,0,,1,10000,
61000742,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,DEF,0,0,,1,10000,
61000743,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,DEF,0,0,,1,10000,
61000751,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,MDEF,0,0,,1,10000,
61000752,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,MDEF,0,0,,1,10000,
61000753,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,MDEF,0,0,,1,10000,
61000761,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,MDEF,0,0,,1,10000,
61000762,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,ICE,MDEF,0,0,,1,10000,
61000763,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,ICE,MDEF,0,0,,1,10000,
61000771,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,MDEF,0,0,,1,10000,
61000772,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,WIND,MDEF,0,0,,1,10000,
61000773,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,WIND,MDEF,0,0,,1,10000,
61000781,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,MDEF,0,0,,1,10000,
61000782,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,LIGHT,MDEF,0,0,,1,10000,
61000783,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,LIGHT,MDEF,0,0,,1,10000,
61000791,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,MDEF,0,0,,1,10000,
61000792,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,MDEF,0,0,,1,10000,
61000793,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,MDEF,0,0,,1,10000,
61000801,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,DEF,0,0,,1,10000,
61000801,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,MDEF,0,0,,1,10000,
61000802,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,DEF,0,0,,1,10000,
61000802,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,MDEF,0,0,,1,10000,
61000803,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,DEF,0,0,,1,10000,
61000803,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,MDEF,0,0,,1,10000,
61000811,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,DEF,0,0,,1,10000,
61000811,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,MDEF,0,0,,1,10000,
61000812,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,DEF,0,0,,1,10000,
61000812,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,MDEF,0,0,,1,10000,
61000813,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,DEF,0,0,,1,10000,
61000813,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,MDEF,0,0,,1,10000,
61000821,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,DEF,0,0,,1,10000,
61000821,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,MDEF,0,0,,1,10000,
61000822,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,DEF,0,0,,1,10000,
61000822,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,MDEF,0,0,,1,10000,
61000823,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,DEF,0,0,,1,10000,
61000823,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,MDEF,0,0,,1,10000,
61000831,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,DEF,0,0,,1,10000,
61000831,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,MDEF,0,0,,1,10000,
61000832,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,DEF,0,0,,1,10000,
61000832,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,MDEF,0,0,,1,10000,
61000833,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,DEF,0,0,,1,10000,
61000833,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,MDEF,0,0,,1,10000,
61000841,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,DEF,0,0,,1,10000,
61000841,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,MDEF,0,0,,1,10000,
61000842,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,DEF,0,0,,1,10000,
61000842,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,MDEF,0,0,,1,10000,
61000843,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,DEF,0,0,,1,10000,
61000843,,,,,,,,GUARD_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,MDEF,0,0,,1,10000,
61000851,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,0,0,,,1,10000,
61000852,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,0,0,,,1,10000,
61000853,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,100,,FIRE,0,0,,,1,10000,
61000861,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,0,0,,,1,10000,
61000862,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,0,0,,,1,10000,
61000863,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,100,,ICE,0,0,,,1,10000,
61000871,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,0,0,,,1,10000,
61000872,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,0,0,,,1,10000,
61000873,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,100,,WIND,0,0,,,1,10000,
61000881,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,0,0,,,1,10000,
61000882,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,0,0,,,1,10000,
61000883,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,100,,LIGHT,0,0,,,1,10000,
61000891,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,0,0,,,1,10000,
61000892,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,0,0,,,1,10000,
61000893,,,,,,,,HEAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,100,,DARK,0,0,,,1,10000,
61000901,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,FIRE,PHYSICS,0,0,,,,1,10000,
61000902,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,FIRE,PHYSICS,0,0,,,,1,10000,
61000903,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,FIRE,PHYSICS,0,0,,,,1,10000,
61000911,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,ICE,PHYSICS,0,0,,,,1,10000,
61000912,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,ICE,PHYSICS,0,0,,,,1,10000,
61000913,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,ICE,PHYSICS,0,0,,,,1,10000,
61000921,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,WIND,PHYSICS,0,0,,,,1,10000,
61000922,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,WIND,PHYSICS,0,0,,,,1,10000,
61000923,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,WIND,PHYSICS,0,0,,,,1,10000,
61000931,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,LIGHT,PHYSICS,0,0,,,,1,10000,
61000932,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,LIGHT,PHYSICS,0,0,,,,1,10000,
61000933,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,LIGHT,PHYSICS,0,0,,,,1,10000,
61000941,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,DARK,PHYSICS,0,0,,,,1,10000,
61000942,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,DARK,PHYSICS,0,0,,,,1,10000,
61000943,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,DARK,PHYSICS,0,0,,,,1,10000,
61000951,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,FIRE,MAGIC,0,0,,,,1,10000,
61000952,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,FIRE,MAGIC,0,0,,,,1,10000,
61000953,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,FIRE,MAGIC,0,0,,,,1,10000,
61000961,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,ICE,MAGIC,0,0,,,,1,10000,
61000962,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,ICE,MAGIC,0,0,,,,1,10000,
61000963,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,ICE,MAGIC,0,0,,,,1,10000,
61000971,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,WIND,MAGIC,0,0,,,,1,10000,
61000972,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,WIND,MAGIC,0,0,,,,1,10000,
61000973,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,WIND,MAGIC,0,0,,,,1,10000,
61000981,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,LIGHT,MAGIC,0,0,,,,1,10000,
61000982,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,LIGHT,MAGIC,0,0,,,,1,10000,
61000983,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,LIGHT,MAGIC,0,0,,,,1,10000,
61000991,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,DARK,MAGIC,0,0,,,,1,10000,
61000992,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,60,,DARK,MAGIC,0,0,,,,1,10000,
61000993,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,100,,DARK,MAGIC,0,0,,,,1,10000,
61001001,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,FIRE,ALL,0,0,,,,1,10000,
61001002,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,FIRE,ALL,0,0,,,,1,10000,
61001003,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,FIRE,ALL,0,0,,,,1,10000,
61001011,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE,ALL,0,0,,,,1,10000,
61001012,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,ICE,ALL,0,0,,,,1,10000,
61001013,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,ICE,ALL,0,0,,,,1,10000,
61001021,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,WIND,ALL,0,0,,,,1,10000,
61001022,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,WIND,ALL,0,0,,,,1,10000,
61001023,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,WIND,ALL,0,0,,,,1,10000,
61001031,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,LIGHT,ALL,0,0,,,,1,10000,
61001032,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,LIGHT,ALL,0,0,,,,1,10000,
61001033,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,LIGHT,ALL,0,0,,,,1,10000,
61001041,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,DARK,ALL,0,0,,,,1,10000,
61001042,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,DARK,ALL,0,0,,,,1,10000,
61001043,,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,DARK,ALL,0,0,,,,1,10000,
61001051,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_ICE,PHYSICS,0,0,,1,10000,
61001052,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_ICE,PHYSICS,0,0,,1,10000,
61001053,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_ICE,PHYSICS,0,0,,1,10000,
61001061,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_WIND,PHYSICS,0,0,,1,10000,
61001062,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_WIND,PHYSICS,0,0,,1,10000,
61001063,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_WIND,PHYSICS,0,0,,1,10000,
61001071,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_LIGHT,PHYSICS,0,0,,1,10000,
61001072,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_LIGHT,PHYSICS,0,0,,1,10000,
61001073,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_LIGHT,PHYSICS,0,0,,1,10000,
61001081,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_DARK,PHYSICS,0,0,,1,10000,
61001082,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_DARK,PHYSICS,0,0,,1,10000,
61001083,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_DARK,PHYSICS,0,0,,1,10000,
61001091,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_WIND,PHYSICS,0,0,,1,10000,
61001092,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_WIND,PHYSICS,0,0,,1,10000,
61001093,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_WIND,PHYSICS,0,0,,1,10000,
61001101,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_LIGHT,PHYSICS,0,0,,1,10000,
61001102,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_LIGHT,PHYSICS,0,0,,1,10000,
61001103,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_LIGHT,PHYSICS,0,0,,1,10000,
61001111,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_DARK,PHYSICS,0,0,,1,10000,
61001112,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_DARK,PHYSICS,0,0,,1,10000,
61001113,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_DARK,PHYSICS,0,0,,1,10000,
61001121,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,WIND_LIGHT,PHYSICS,0,0,,1,10000,
61001122,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND_LIGHT,PHYSICS,0,0,,1,10000,
61001123,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,WIND_LIGHT,PHYSICS,0,0,,1,10000,
61001131,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
61001132,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
61001133,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,WIND_DARK,PHYSICS,0,0,,1,10000,
61001141,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
61001142,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
61001143,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,LIGHT_DARK,PHYSICS,0,0,,1,10000,
61001151,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
61001152,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
61001153,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_ICE,MAGIC,0,0,,1,10000,
61001161,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
61001162,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
61001163,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_WIND,MAGIC,0,0,,1,10000,
61001171,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
61001172,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
61001173,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_LIGHT,MAGIC,0,0,,1,10000,
61001181,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
61001182,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
61001183,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,FIRE_DARK,MAGIC,0,0,,1,10000,
61001191,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_WIND,MAGIC,0,0,,1,10000,
61001192,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_WIND,MAGIC,0,0,,1,10000,
61001193,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_WIND,MAGIC,0,0,,1,10000,
61001201,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
61001202,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
61001203,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_LIGHT,MAGIC,0,0,,1,10000,
61001211,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,ICE_DARK,MAGIC,0,0,,1,10000,
61001212,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE_DARK,MAGIC,0,0,,1,10000,
61001213,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,ICE_DARK,MAGIC,0,0,,1,10000,
61001221,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
61001222,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
61001223,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,WIND_LIGHT,MAGIC,0,0,,1,10000,
61001231,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,WIND_DARK,MAGIC,0,0,,1,10000,
61001232,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND_DARK,MAGIC,0,0,,1,10000,
61001233,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,WIND_DARK,MAGIC,0,0,,1,10000,
61001241,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,40,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
61001242,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
61001243,,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,90,,,,LIGHT_DARK,MAGIC,0,0,,1,10000,
61001251,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,50,,FIRE_ICE,ATK,0,0,,1,10000,
61001252,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE_ICE,ATK,0,0,,1,10000,
61001253,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,120,,FIRE_ICE,ATK,0,0,,1,10000,
61001261,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,50,,FIRE_WIND,ATK,0,0,,1,10000,
61001262,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE_WIND,ATK,0,0,,1,10000,
61001263,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,120,,FIRE_WIND,ATK,0,0,,1,10000,
61001271,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,50,,FIRE_LIGHT,ATK,0,0,,1,10000,
61001272,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE_LIGHT,ATK,0,0,,1,10000,
61001273,,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,120,,FIRE_LIGHT,ATK,0,0,,1,10000,
