#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
60001551,[火/冰]魔防增強 Lv1,FIRE/ICE PROTECT,火/冰屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001551,
60001552,[火/冰]魔防增強 Lv2,FIRE/ICE PROTECT,火/冰屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001552,
60001553,[火/冰]魔防增強 Lv3,FIRE/ICE PROTECT,火/冰屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001553,
60001561,[火/風]魔防增強 Lv1,FIRE/WIND PROTECT,火/風屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001561,
60001562,[火/風]魔防增強 Lv2,FIRE/WIND PROTECT,火/風屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001562,
60001563,[火/風]魔防增強 Lv3,FIRE/WIND PROTECT,火/風屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001563,
60001571,[火/光]魔防增強 Lv1,FIRE/LIGHT PROTECT,火/光屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001571,
60001572,[火/光]魔防增強 Lv2,FIRE/LIGHT PROTECT,火/光屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001572,
60001573,[火/光]魔防增強 Lv3,FIRE/LIGHT PROTECT,火/光屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001573,
60001581,[火/暗]魔防增強 Lv1,FIRE/DARK PROTECT,火/暗屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001581,
60001582,[火/暗]魔防增強 Lv2,FIRE/DARK PROTECT,火/暗屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001582,
60001583,[火/暗]魔防增強 Lv3,FIRE/DARK PROTECT,火/暗屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001583,
60001591,[冰/風]魔防增強 Lv1,ICE/WIND PROTECT,冰/風屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001591,
60001592,[冰/風]魔防增強 Lv2,ICE/WIND PROTECT,冰/風屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001592,
60001593,[冰/風]魔防增強 Lv3,ICE/WIND PROTECT,冰/風屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001593,
60001601,[冰/光]魔防增強 Lv1,ICE/LIGHT PROTECT,冰/光屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001601,
60001602,[冰/光]魔防增強 Lv2,ICE/LIGHT PROTECT,冰/光屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001602,
60001603,[冰/光]魔防增強 Lv3,ICE/LIGHT PROTECT,冰/光屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001603,
60001611,[冰/暗]魔防增強 Lv1,ICE/DARK PROTECT,冰/暗屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001611,
60001612,[冰/暗]魔防增強 Lv2,ICE/DARK PROTECT,冰/暗屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001612,
60001613,[冰/暗]魔防增強 Lv3,ICE/DARK PROTECT,冰/暗屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001613,
60001621,[風/光]魔防增強 Lv1,WIND/LIGHT PROTECT,風/光屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001621,
60001622,[風/光]魔防增強 Lv2,WIND/LIGHT PROTECT,風/光屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001622,
60001623,[風/光]魔防增強 Lv3,WIND/LIGHT PROTECT,風/光屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001623,
60001631,[風/暗]魔防增強 Lv1,WIND/DARK PROTECT,風/暗屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001631,
60001632,[風/暗]魔防增強 Lv2,WIND/DARK PROTECT,風/暗屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001632,
60001633,[風/暗]魔防增強 Lv3,WIND/DARK PROTECT,風/暗屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001633,
60001641,[光/暗]魔防增強 Lv1,LIGHT/DARK PROTECT,光/暗屬性魔法防禦上升效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001641,
60001642,[光/暗]魔防增強 Lv2,LIGHT/DARK PROTECT,光/暗屬性魔法防禦上升效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001642,
60001643,[光/暗]魔防增強 Lv3,LIGHT/DARK PROTECT,光/暗屬性魔法防禦上升效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001643,
60001651,[火/冰]物攻弱化 Lv1,FIRE/ICE WEAKEN,火/冰屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001651,
60001652,[火/冰]物攻弱化 Lv2,FIRE/ICE WEAKEN,火/冰屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001652,
60001653,[火/冰]物攻弱化 Lv3,FIRE/ICE WEAKEN,火/冰屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001653,
60001661,[火/風]物攻弱化 Lv1,FIRE/WIND WEAKEN,火/風屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001661,
60001662,[火/風]物攻弱化 Lv2,FIRE/WIND WEAKEN,火/風屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001662,
60001663,[火/風]物攻弱化 Lv3,FIRE/WIND WEAKEN,火/風屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001663,
60001671,[火/光]物攻弱化 Lv1,FIRE/LIGHT WEAKEN,火/光屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001671,
60001672,[火/光]物攻弱化 Lv2,FIRE/LIGHT WEAKEN,火/光屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001672,
60001673,[火/光]物攻弱化 Lv3,FIRE/LIGHT WEAKEN,火/光屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001673,
60001681,[火/暗]物攻弱化 Lv1,FIRE/DARK WEAKEN,火/暗屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001681,
60001682,[火/暗]物攻弱化 Lv2,FIRE/DARK WEAKEN,火/暗屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001682,
60001683,[火/暗]物攻弱化 Lv3,FIRE/DARK WEAKEN,火/暗屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001683,
60001691,[冰/風]物攻弱化 Lv1,ICE/WIND WEAKEN,冰/風屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001691,
60001692,[冰/風]物攻弱化 Lv2,ICE/WIND WEAKEN,冰/風屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001692,
60001693,[冰/風]物攻弱化 Lv3,ICE/WIND WEAKEN,冰/風屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001693,
60001701,[冰/光]物攻弱化 Lv1,ICE/LIGHT WEAKEN,冰/光屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001701,
60001702,[冰/光]物攻弱化 Lv2,ICE/LIGHT WEAKEN,冰/光屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001702,
60001703,[冰/光]物攻弱化 Lv3,ICE/LIGHT WEAKEN,冰/光屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001703,
60001711,[冰/暗]物攻弱化 Lv1,ICE/DARK WEAKEN,冰/暗屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001711,
60001712,[冰/暗]物攻弱化 Lv2,ICE/DARK WEAKEN,冰/暗屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001712,
60001713,[冰/暗]物攻弱化 Lv3,ICE/DARK WEAKEN,冰/暗屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001713,
60001721,[風/光]物攻弱化 Lv1,WIND/LIGHT WEAKEN,風/光屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001721,
60001722,[風/光]物攻弱化 Lv2,WIND/LIGHT WEAKEN,風/光屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001722,
60001723,[風/光]物攻弱化 Lv3,WIND/LIGHT WEAKEN,風/光屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001723,
60001731,[風/暗]物攻弱化 Lv1,WIND/DARK WEAKEN,風/暗屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001731,
60001732,[風/暗]物攻弱化 Lv2,WIND/DARK WEAKEN,風/暗屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001732,
60001733,[風/暗]物攻弱化 Lv3,WIND/DARK WEAKEN,風/暗屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001733,
60001741,[光/暗]物攻弱化 Lv1,LIGHT/DARK WEAKEN,光/暗屬性物理傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001741,
60001742,[光/暗]物攻弱化 Lv2,LIGHT/DARK WEAKEN,光/暗屬性物理傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001742,
60001743,[光/暗]物攻弱化 Lv3,LIGHT/DARK WEAKEN,光/暗屬性物理傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001743,
60001751,[火/冰]魔攻弱化 Lv1,FIRE/ICE WEAKEN,火/冰屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001751,
60001752,[火/冰]魔攻弱化 Lv2,FIRE/ICE WEAKEN,火/冰屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001752,
60001753,[火/冰]魔攻弱化 Lv3,FIRE/ICE WEAKEN,火/冰屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001753,
60001761,[火/風]魔攻弱化 Lv1,FIRE/WIND WEAKEN,火/風屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001761,
60001762,[火/風]魔攻弱化 Lv2,FIRE/WIND WEAKEN,火/風屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001762,
60001763,[火/風]魔攻弱化 Lv3,FIRE/WIND WEAKEN,火/風屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001763,
60001771,[火/光]魔攻弱化 Lv1,FIRE/LIGHT WEAKEN,火/光屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001771,
60001772,[火/光]魔攻弱化 Lv2,FIRE/LIGHT WEAKEN,火/光屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001772,
60001773,[火/光]魔攻弱化 Lv3,FIRE/LIGHT WEAKEN,火/光屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001773,
60001781,[火/暗]魔攻弱化 Lv1,FIRE/DARK WEAKEN,火/暗屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001781,
60001782,[火/暗]魔攻弱化 Lv2,FIRE/DARK WEAKEN,火/暗屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001782,
60001783,[火/暗]魔攻弱化 Lv3,FIRE/DARK WEAKEN,火/暗屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001783,
60001791,[冰/風]魔攻弱化 Lv1,ICE/WIND WEAKEN,冰/風屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001791,
60001792,[冰/風]魔攻弱化 Lv2,ICE/WIND WEAKEN,冰/風屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001792,
60001793,[冰/風]魔攻弱化 Lv3,ICE/WIND WEAKEN,冰/風屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001793,
60001801,[冰/光]魔攻弱化 Lv1,ICE/LIGHT WEAKEN,冰/光屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001801,
60001802,[冰/光]魔攻弱化 Lv2,ICE/LIGHT WEAKEN,冰/光屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001802,
60001803,[冰/光]魔攻弱化 Lv3,ICE/LIGHT WEAKEN,冰/光屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001803,
60001811,[冰/暗]魔攻弱化 Lv1,ICE/DARK WEAKEN,冰/暗屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001811,
60001812,[冰/暗]魔攻弱化 Lv2,ICE/DARK WEAKEN,冰/暗屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001812,
60001813,[冰/暗]魔攻弱化 Lv3,ICE/DARK WEAKEN,冰/暗屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001813,
60001821,[風/光]魔攻弱化 Lv1,WIND/LIGHT WEAKEN,風/光屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001821,
60001822,[風/光]魔攻弱化 Lv2,WIND/LIGHT WEAKEN,風/光屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001822,
60001823,[風/光]魔攻弱化 Lv3,WIND/LIGHT WEAKEN,風/光屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001823,
60001831,[風/暗]魔攻弱化 Lv1,WIND/DARK WEAKEN,風/暗屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001831,
60001832,[風/暗]魔攻弱化 Lv2,WIND/DARK WEAKEN,風/暗屬性魔法傷害下降效果1.5%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001832,
60001833,[風/暗]魔攻弱化 Lv3,WIND/DARK WEAKEN,風/暗屬性魔法傷害下降效果3%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001833,
60001841,[光/暗]魔攻弱化 Lv1,LIGHT/DARK WEAKEN,光/暗屬性魔法傷害下降效果1%上升,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001841,
