#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
60001382,[火/暗]魔攻增强 Lv2,fire/dark enhance,火/暗属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001382,
60001383,[火/暗]魔攻增强 Lv3,fire/dark enhance,火/暗属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001383,
60001391,[冰/风]魔攻增强 Lv1,ice/wind enhance,冰/风属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001391,
60001392,[冰/风]魔攻增强 Lv2,ice/wind enhance,冰/风属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001392,
60001393,[冰/风]魔攻增强 Lv3,ice/wind enhance,冰/风属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001393,
60001401,[冰/光]魔攻增强 Lv1,ice/light enhance,冰/光属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001401,
60001402,[冰/光]魔攻增强 Lv2,ice/light enhance,冰/光属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001402,
60001403,[冰/光]魔攻增强 Lv3,ice/light enhance,冰/光属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001403,
60001411,[冰/暗]魔攻增强 Lv1,ice/dark enhance,冰/暗属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001411,
60001412,[冰/暗]魔攻增强 Lv2,ice/dark enhance,冰/暗属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001412,
60001413,[冰/暗]魔攻增强 Lv3,ice/dark enhance,冰/暗属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001413,
60001421,[风/光]魔攻增强 Lv1,wind/light enhance,风/光属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001421,
60001422,[风/光]魔攻增强 Lv2,wind/light enhance,风/光属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001422,
60001423,[风/光]魔攻增强 Lv3,wind/light enhance,风/光属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001423,
60001431,[风/暗]魔攻增强 Lv1,wind/dark enhance,风/暗属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001431,
60001432,[风/暗]魔攻增强 Lv2,wind/dark enhance,风/暗属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001432,
60001433,[风/暗]魔攻增强 Lv3,wind/dark enhance,风/暗属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001433,
60001441,[光/暗]魔攻增强 Lv1,light/dark enhance,光/暗属性的魔法伤害提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001441,
60001442,[光/暗]魔攻增强 Lv2,light/dark enhance,光/暗属性的魔法伤害提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001442,
60001443,[光/暗]魔攻增强 Lv3,light/dark enhance,光/暗属性的魔法伤害提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001443,
60001451,[火/冰]物防增强 Lv1,fire/ice protect,火/冰属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001451,
60001452,[火/冰]物防增强 Lv2,fire/ice protect,火/冰属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001452,
60001453,[火/冰]物防增强 Lv3,fire/ice protect,火/冰属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001453,
60001461,[火/风]物防增强 Lv1,fire/wind protect,火/风属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001461,
60001462,[火/风]物防增强 Lv2,fire/wind protect,火/风属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001462,
60001463,[火/风]物防增强 Lv3,fire/wind protect,火/风属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001463,
60001471,[火/光]物防增强 Lv1,fire/light protect,火/光属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001471,
60001472,[火/光]物防增强 Lv2,fire/light protect,火/光属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001472,
60001473,[火/光]物防增强 Lv3,fire/light protect,火/光属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001473,
60001481,[火/暗]物防增强 Lv1,fire/dark protect,火/暗属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001481,
60001482,[火/暗]物防增强 Lv2,fire/dark protect,火/暗属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001482,
60001483,[火/暗]物防增强 Lv3,fire/dark protect,火/暗属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001483,
60001491,[冰/风]物防增强 Lv1,ice/wind protect,冰/风属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001491,
60001492,[冰/风]物防增强 Lv2,ice/wind protect,冰/风属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001492,
60001493,[冰/风]物防增强 Lv3,ice/wind protect,冰/风属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001493,
60001501,[冰/光]物防增强 Lv1,ice/light protect,冰/光属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001501,
60001502,[冰/光]物防增强 Lv2,ice/light protect,冰/光属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001502,
60001503,[冰/光]物防增强 Lv3,ice/light protect,冰/光属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001503,
60001511,[冰/暗]物防增强 Lv1,ice/dark protect,冰/暗属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001511,
60001512,[冰/暗]物防增强 Lv2,ice/dark protect,冰/暗属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001512,
60001513,[冰/暗]物防增强 Lv3,ice/dark protect,冰/暗属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001513,
60001521,[风/光]物防增强 Lv1,wind/light protect,风/光属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001521,
60001522,[风/光]物防增强 Lv2,wind/light protect,风/光属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001522,
60001523,[风/光]物防增强 Lv3,wind/light protect,风/光属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001523,
60001531,[风/暗]物防增强 Lv1,wind/dark protect,风/暗属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001531,
60001532,[风/暗]物防增强 Lv2,wind/dark protect,风/暗属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001532,
60001533,[风/暗]物防增强 Lv3,wind/dark protect,风/暗属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001533,
60001541,[光/暗]物防增强 Lv1,light/dark protect,光/暗属性的物理防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001541,
60001542,[光/暗]物防增强 Lv2,light/dark protect,光/暗属性的物理防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001542,
60001543,[光/暗]物防增强 Lv3,light/dark protect,光/暗属性的物理防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001543,
60001551,[火/冰]魔防增强 Lv1,fire/ice protect,火/冰属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001551,
60001552,[火/冰]魔防增强 Lv2,fire/ice protect,火/冰属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001552,
60001553,[火/冰]魔防增强 Lv3,fire/ice protect,火/冰属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001553,
60001561,[火/风]魔防增强 Lv1,fire/wind protect,火/风属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001561,
60001562,[火/风]魔防增强 Lv2,fire/wind protect,火/风属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001562,
60001563,[火/风]魔防增强 Lv3,fire/wind protect,火/风属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001563,
60001571,[火/光]魔防增强 Lv1,fire/light protect,火/光属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001571,
60001572,[火/光]魔防增强 Lv2,fire/light protect,火/光属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001572,
60001573,[火/光]魔防增强 Lv3,fire/light protect,火/光属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001573,
60001581,[火/暗]魔防增强 Lv1,fire/dark protect,火/暗属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001581,
60001582,[火/暗]魔防增强 Lv2,fire/dark protect,火/暗属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001582,
60001583,[火/暗]魔防增强 Lv3,fire/dark protect,火/暗属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001583,
60001591,[冰/风]魔防增强 Lv1,ice/wind protect,冰/风属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001591,
60001592,[冰/风]魔防增强 Lv2,ice/wind protect,冰/风属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001592,
60001593,[冰/风]魔防增强 Lv3,ice/wind protect,冰/风属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001593,
60001601,[冰/光]魔防增强 Lv1,ice/light protect,冰/光属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001601,
60001602,[冰/光]魔防增强 Lv2,ice/light protect,冰/光属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001602,
60001603,[冰/光]魔防增强 Lv3,ice/light protect,冰/光属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001603,
60001611,[冰/暗]魔防增强 Lv1,ice/dark protect,冰/暗属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001611,
60001612,[冰/暗]魔防增强 Lv2,ice/dark protect,冰/暗属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001612,
60001613,[冰/暗]魔防增强 Lv3,ice/dark protect,冰/暗属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001613,
60001621,[风/光]魔防增强 Lv1,wind/light protect,风/光属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001621,
60001622,[风/光]魔防增强 Lv2,wind/light protect,风/光属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001622,
60001623,[风/光]魔防增强 Lv3,wind/light protect,风/光属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001623,
60001631,[风/暗]魔防增强 Lv1,wind/dark protect,风/暗属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001631,
60001632,[风/暗]魔防增强 Lv2,wind/dark protect,风/暗属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001632,
60001633,[风/暗]魔防增强 Lv3,wind/dark protect,风/暗属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001633,
60001641,[光/暗]魔防增强 Lv1,light/dark protect,光/暗属性的魔法防御提升效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001641,
60001642,[光/暗]魔防增强 Lv2,light/dark protect,光/暗属性的魔法防御提升效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001642,
60001643,[光/暗]魔防增强 Lv3,light/dark protect,光/暗属性的魔法防御提升效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001643,
60001651,[火/冰]物攻弱化 Lv1,fire/ice weaken,火/冰属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001651,
60001652,[火/冰]物攻弱化 Lv2,fire/ice weaken,火/冰属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001652,
60001653,[火/冰]物攻弱化 Lv3,fire/ice weaken,火/冰属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001653,
60001661,[火/风]物攻弱化 Lv1,fire/wind weaken,火/风属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001661,
60001662,[火/风]物攻弱化 Lv2,fire/wind weaken,火/风属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001662,
60001663,[火/风]物攻弱化 Lv3,fire/wind weaken,火/风属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001663,
60001671,[火/光]物攻弱化 Lv1,fire/light weaken,火/光属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001671,
60001672,[火/光]物攻弱化 Lv2,fire/light weaken,火/光属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001672,
60001673,[火/光]物攻弱化 Lv3,fire/light weaken,火/光属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001673,
60001681,[火/暗]物攻弱化 Lv1,fire/dark weaken,火/暗属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001681,
60001682,[火/暗]物攻弱化 Lv2,fire/dark weaken,火/暗属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001682,
60001683,[火/暗]物攻弱化 Lv3,fire/dark weaken,火/暗属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001683,
60001691,[冰/风]物攻弱化 Lv1,ice/wind weaken,冰/风属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001691,
60001692,[冰/风]物攻弱化 Lv2,ice/wind weaken,冰/风属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001692,
60001693,[冰/风]物攻弱化 Lv3,ice/wind weaken,冰/风属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001693,
60001701,[冰/光]物攻弱化 Lv1,ice/light weaken,冰/光属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001701,
60001702,[冰/光]物攻弱化 Lv2,ice/light weaken,冰/光属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001702,
60001703,[冰/光]物攻弱化 Lv3,ice/light weaken,冰/光属性的物理伤害降低效果提升3%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001703,
60001711,[冰/暗]物攻弱化 Lv1,ice/dark weaken,冰/暗属性的物理伤害降低效果提升1%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001711,
60001712,[冰/暗]物攻弱化 Lv2,ice/dark weaken,冰/暗属性的物理伤害降低效果提升1.5%,1,1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001712,
