#ID,메인명,서브명,설명,스킬 효과값 표시 파라미터 번호,스킬 효과값 표시 기능 번호,스킬 효과값 표시시 걸리는 숫자,스킬 효과값 표시 타입,음성 번호,분류,종류,속성,직업 타입,물리or마법,코스트,우선도,,스킬 랭크,헤이트 배율,타겟,발동 타이밍,지속 턴,조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,속성 덱 콤보,기능,,,,,,,,
#,(P9/E12글자),(14글자),,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,1장별 배율 상승,발동 조건,파라미터1,파라미터2,파라미터3,파라미터4,파라미터5,우선도,기능ID,
60001442,[빛/어둠]마공증강 Lv2,라이트/다크 인핸스,빛/어둠의 마법 대미지 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001442,
60001443,[빛/어둠]마공증강 Lv3,라이트/다크 인핸스,빛/어둠의 마법 대미지 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001443,
60001451,[불/얼음]물방증강 Lv1,파이어/아이스 프로텍트,불/얼음의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001451,
60001452,[불/얼음]물방증강 Lv2,파이어/아이스 프로텍트,불/얼음의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001452,
60001453,[불/얼음]물방증강 Lv3,파이어/아이스 프로텍트,불/얼음의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001453,
60001461,[불/바람]물방증강 Lv1,파이어/윈드 프로텍트,불/바람의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001461,
60001462,[불/바람]물방증강 Lv2,파이어/윈드 프로텍트,불/바람의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001462,
60001463,[불/바람]물방증강 Lv3,파이어/윈드 프로텍트,불/바람의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001463,
60001471,[불/빛]물방증강 Lv1,파이어/라이트 프로텍트,불/빛의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001471,
60001472,[불/빛]물방증강 Lv2,파이어/라이트 프로텍트,불/빛의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001472,
60001473,[불/빛]물방증강 Lv3,파이어/라이트 프로텍트,불/빛의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001473,
60001481,[불/어둠]물방증강 Lv1,파이어/다크 프로텍트,불/어둠의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001481,
60001482,[불/어둠]물방증강 Lv2,파이어/다크 프로텍트,불/어둠의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001482,
60001483,[불/어둠]물방증강 Lv3,파이어/다크 프로텍트,불/어둠의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001483,
60001491,[얼음/바람]물방증강 Lv1,아이스/윈드 프로텍트,얼음/바람의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001491,
60001492,[얼음/바람]물방증강 Lv2,아이스/윈드 프로텍트,얼음/바람의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001492,
60001493,[얼음/바람]물방증강 Lv3,아이스/윈드 프로텍트,얼음/바람의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001493,
60001501,[얼음/빛]물방증강 Lv1,아이스/라이트 프로텍트,얼음/빛의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001501,
60001502,[얼음/빛]물방증강 Lv2,아이스/라이트 프로텍트,얼음/빛의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001502,
60001503,[얼음/빛]물방증강 Lv3,아이스/라이트 프로텍트,얼음/빛의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001503,
60001511,[얼음/어둠]물방증강 Lv1,아이스/다크 프로텍트,얼음/어둠의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001511,
60001512,[얼음/어둠]물방증강 Lv2,아이스/다크 프로텍트,얼음/어둠의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001512,
60001513,[얼음/어둠]물방증강 Lv3,아이스/다크 프로텍트,얼음/어둠의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001513,
60001521,[바람/빛]물방증강 Lv1,윈드/라이트 프로텍트,바람/빛의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001521,
60001522,[바람/빛]물방증강 Lv2,윈드/라이트 프로텍트,바람/빛의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001522,
60001523,[바람/빛]물방증강 Lv3,윈드/라이트 프로텍트,바람/빛의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001523,
60001531,[바람/어둠]물방증강 Lv1,윈드/다크 프로텍트,바람/어둠의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001531,
60001532,[바람/어둠]물방증강 Lv2,윈드/다크 프로텍트,바람/어둠의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001532,
60001533,[바람/어둠]물방증강 Lv3,윈드/다크 프로텍트,바람/어둠의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001533,
60001541,[빛/어둠]물방증강 Lv1,라이트/다크 프로텍트,빛/어둠의 물리 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001541,
60001542,[빛/어둠]물방증강 Lv2,라이트/다크 프로텍트,빛/어둠의 물리 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001542,
60001543,[빛/어둠]물방증강 Lv3,라이트/다크 프로텍트,빛/어둠의 물리 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001543,
60001551,[불/얼음]마방증강 Lv1,파이어/아이스 프로텍트,불/얼음의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001551,
60001552,[불/얼음]마방증강 Lv2,파이어/아이스 프로텍트,불/얼음의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001552,
60001553,[불/얼음]마방증강 Lv3,파이어/아이스 프로텍트,불/얼음의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001553,
60001561,[불/바람]마방증강 Lv1,파이어/윈드 프로텍트,불/바람의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001561,
60001562,[불/바람]마방증강 Lv2,파이어/윈드 프로텍트,불/바람의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001562,
60001563,[불/바람]마방증강 Lv3,파이어/윈드 프로텍트,불/바람의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001563,
60001571,[불/빛]마방증강 Lv1,파이어/라이트 프로텍트,불/빛의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001571,
60001572,[불/빛]마방증강 Lv2,파이어/라이트 프로텍트,불/빛의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001572,
60001573,[불/빛]마방증강 Lv3,파이어/라이트 프로텍트,불/빛의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001573,
60001581,[불/어둠]마방증강 Lv1,파이어/다크 프로텍트,불/어둠의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001581,
60001582,[불/어둠]마방증강 Lv2,파이어/다크 프로텍트,불/어둠의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001582,
60001583,[불/어둠]마방증강 Lv3,파이어/다크 프로텍트,불/어둠의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001583,
60001591,[얼음/바람]마방증강 Lv1,아이스/윈드 프로텍트,얼음/바람의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001591,
60001592,[얼음/바람]마방증강 Lv2,아이스/윈드 프로텍트,얼음/바람의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001592,
60001593,[얼음/바람]마방증강 Lv3,아이스/윈드 프로텍트,얼음/바람의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001593,
60001601,[얼음/빛]마방증강 Lv1,아이스/라이트 프로텍트,얼음/빛의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001601,
60001602,[얼음/빛]마방증강 Lv2,아이스/라이트 프로텍트,얼음/빛의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001602,
60001603,[얼음/빛]마방증강 Lv3,아이스/라이트 프로텍트,얼음/빛의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001603,
60001611,[얼음/어둠]마방증강 Lv1,아이스/다크 프로텍트,얼음/어둠의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001611,
60001612,[얼음/어둠]마방증강 Lv2,아이스/다크 프로텍트,얼음/어둠의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001612,
60001613,[얼음/어둠]마방증강 Lv3,아이스/다크 프로텍트,얼음/어둠의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001613,
60001621,[바람/빛]마방증강 Lv1,윈드/라이트 프로텍트,바람/빛의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001621,
60001622,[바람/빛]마방증강 Lv2,윈드/라이트 프로텍트,바람/빛의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001622,
60001623,[바람/빛]마방증강 Lv3,윈드/라이트 프로텍트,바람/빛의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001623,
60001631,[바람/어둠]마방증강 Lv1,윈드/다크 프로텍트,바람/어둠의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001631,
60001632,[바람/어둠]마방증강 Lv2,윈드/다크 프로텍트,바람/어둠의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001632,
60001633,[바람/어둠]마방증강 Lv3,윈드/다크 프로텍트,바람/어둠의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001633,
60001641,[빛/어둠]마방증강 Lv1,라이트/다크 프로텍트,빛/어둠의 마법 방어 상승 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001641,
60001642,[빛/어둠]마방증강 Lv2,라이트/다크 프로텍트,빛/어둠의 마법 방어 상승 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001642,
60001643,[빛/어둠]마방증강 Lv3,라이트/다크 프로텍트,빛/어둠의 마법 방어 상승 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001643,
60001651,[불/얼음]물공약체 Lv1,파이어/아이스 위큰,불/얼음의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001651,
60001652,[불/얼음]물공약체 Lv2,파이어/아이스 위큰,불/얼음의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001652,
60001653,[불/얼음]물공약체 Lv3,파이어/아이스 위큰,불/얼음의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001653,
60001661,[불/바람]물공약체 Lv1,파이어/윈드 위큰,불/바람의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001661,
60001662,[불/바람]물공약체 Lv2,파이어/윈드 위큰,불/바람의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001662,
60001663,[불/바람]물공약체 Lv3,파이어/윈드 위큰,불/바람의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001663,
60001671,[불/빛]물공약체 Lv1,파이어/라이트 위큰,불/빛의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001671,
60001672,[불/빛]물공약체 Lv2,파이어/라이트 위큰,불/빛의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001672,
60001673,[불/빛]물공약체 Lv3,파이어/라이트 위큰,불/빛의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001673,
60001681,[불/어둠]물공약체 Lv1,파이어/다크 위큰,불/어둠의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001681,
60001682,[불/어둠]물공약체 Lv2,파이어/다크 위큰,불/어둠의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001682,
60001683,[불/어둠]물공약체 Lv3,파이어/다크 위큰,불/어둠의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001683,
60001691,[얼음/바람]물공약체 Lv1,아이스/윈드 위큰,얼음/바람의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001691,
60001692,[얼음/바람]물공약체 Lv2,아이스/윈드 위큰,얼음/바람의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001692,
60001693,[얼음/바람]물공약체 Lv3,아이스/윈드 위큰,얼음/바람의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001693,
60001701,[얼음/빛]물공약체 Lv1,아이스/라이트 위큰,얼음/빛의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001701,
60001702,[얼음/빛]물공약체 Lv2,아이스/라이트 위큰,얼음/빛의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001702,
60001703,[얼음/빛]물공약체 Lv3,아이스/라이트 위큰,얼음/빛의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001703,
60001711,[얼음/어둠]물공약체 Lv1,아이스/다크 위큰,얼음/어둠의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001711,
60001712,[얼음/어둠]물공약체 Lv2,아이스/다크 위큰,얼음/어둠의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001712,
60001713,[얼음/어둠]물공약체 Lv3,아이스/다크 위큰,얼음/어둠의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001713,
60001721,[바람/빛]물공약체 Lv1,윈드/라이트 위큰,바람/빛의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001721,
60001722,[바람/빛]물공약체 Lv2,윈드/라이트 위큰,바람/빛의 물리 대미지 하락 효과를 1.5% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001722,
60001723,[바람/빛]물공약체 Lv3,윈드/라이트 위큰,바람/빛의 물리 대미지 하락 효과를 3% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001723,
60001731,[바람/어둠]물공약체 Lv1,윈드/다크 위큰,바람/어둠의 물리 대미지 하락 효과를 1% UP,1,1,0.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND_DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,60001731,
