#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,属性デッキコンボ,機能,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,優先度,機能ID,
13200062,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200062,
#外敵型ボールス_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200151,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200151,
13200152,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200152,
13200161,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200161,
13200162,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200162,
13200171,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200171,
13200172,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200172,
#第二型ラモラック_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200011,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200011,
13200012,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200012,
13200021,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200021,
13200022,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200022,
13200031,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200031,
13200032,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200032,
#支援型リネット_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
13200111,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200111,
13200112,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200112,
13200121,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200121,
13200122,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200122,
13200131,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200131,
13200132,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200132,
13200141,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200141,
13200142,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK4,100,ENEMY_ONE,20,,,,,13200142,
#特異型卑弥呼_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
13200261,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200261,
13200262,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ<br>1ターン/魔法防御をダウン,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,41,41,RANK4,100,ENEMY_ONE,20,,,,,13200262,
13200271,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200271,
13200272,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ<br>1ターン/魔法防御をダウン,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,41,41,RANK5,100,ENEMY_ONE,20,,,,,13200272,
#争杯型パーシヴァル_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
13200321,術氷／天真爛漫,ファンタジスタ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200321,
13200322,術氷／天真爛漫,ファンタジスタ,敵単体/魔法/{1}の氷ダメージ<br>自分/2ターン/魔法ダメージをアップ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,40,40,RANK4,100,ENEMY_ONE,20,,,,,13200322,
13200331,術氷／天真爛漫,ファンタジスタ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200331,
13200332,術氷／天真爛漫,ファンタジスタ,敵単体/魔法/{1}の氷ダメージ<br>自分/2ターン/魔法ダメージをアップ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,40,40,RANK5,100,ENEMY_ONE,20,,,,,13200332,
#第二型コルグリヴァンス_UR/MR（第二型ベイリンから変更）,,,,,,,,,,,,,,,,,,,,,,,,,
13200221,犠牲覚悟#78,ライフヴォーテックス,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,5,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200221,
13200222,犠牲覚悟#78,ライフヴォーテックス,敵全体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,5,42,42,RANK4,100,ENEMY_ALL,20,,,,,13200222,
13200231,犠牲覚悟#78,ライフヴォーテックス,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,5,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200231,
13200232,犠牲覚悟#78,ライフヴォーテックス,敵全体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,5,42,42,RANK5,100,ENEMY_ALL,20,,,,,13200232,
#第二型ローンファル_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
13200241,約束固持#33,エターナルホーリー,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200241,
13200242,約束固持#33,エターナルホーリー,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200242,
13200251,約束固持#33,エターナルホーリー,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200251,
13200252,約束固持#33,エターナルホーリー,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,13200252,
#支援型白手のイゾルデ_R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200181,白黒旗＝絶望付加,バッドシグナル,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200181,
13200182,白黒旗＝絶望付加,バッドシグナル,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200182,
13200191,白黒旗＝絶望付加,バッドシグナル,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200191,
13200192,白黒旗＝絶望付加,バッドシグナル,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200192,
#第二型パーシヴァル_R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200201,術氷／無垢略奪,ブルースマッシュ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200201,
13200202,術氷／無垢略奪,ブルースマッシュ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200202,
13200211,術氷／無垢略奪,ブルースマッシュ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200211,
13200212,術氷／無垢略奪,ブルースマッシュ,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200212,
#聖罰型ガレス,,,,,,,,,,,,,,,,,,,,,,,,,
13202201,銃槍／震槍回天,リボルバーランス,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202201,
13202202,銃槍／震槍回天,リボルバーランス,敵全体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,42,42,RANK4,100,ENEMY_ALL,20,,,,,13202202,
13202211,銃槍／震槍回天,リボルバーランス,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202211,
13202212,銃槍／震槍回天,リボルバーランス,敵全体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,42,42,RANK5,100,ENEMY_ALL,20,,,,,13202212,
#第二型マンタンク,,,,,,,,,,,,,,,,,,,,,,,,,
13202221,遠当鳴実＃３７,フロムアフターガン,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202221,
13202222,遠当鳴実＃３７,フロムアフターガン,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,44,44,RANK4,100,ENEMY_ONE,20,,,,,13202222,
13202231,遠当鳴実＃３７,フロムアフターガン,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202231,
13202232,遠当鳴実＃３７,フロムアフターガン,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,44,44,RANK5,100,ENEMY_ONE,20,,,,,13202232,
#炎夏型スカアハVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202241,灼熱／炎天望帰,バーニングリターン,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202241,
13202242,灼熱／炎天望帰,バーニングリターン,敵全体/魔法/{11}の風ダメージ<br>魔法防御を一部無視する,11,2,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,42,42,RANK4,100,ENEMY_ALL,20,,,,,13202242,
13202251,灼熱／炎天望帰,バーニングリターン,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202251,
13202252,灼熱／炎天望帰,バーニングリターン,敵全体/魔法/{11}の風ダメージ<br>魔法防御を一部無視する,11,2,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,42,42,RANK5,100,ENEMY_ALL,20,,,,,13202252,
#炎夏型ベイリンVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202261,魔剣／灼熱炎剣,カースドヒートソード,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202261,
13202262,魔剣／灼熱炎剣,カースドヒートソード,敵単体/魔法/{1}の闇ダメージ<br>チェイン数で威力アップ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,40,40,RANK4,100,ENEMY_ONE,30,,,,,13202262,
13202271,魔剣／灼熱炎剣,カースドヒートソード,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202271,
13202272,魔剣／灼熱炎剣,カースドヒートソード,敵単体/魔法/{1}の闇ダメージ<br>チェイン数で威力アップ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,40,40,RANK5,100,ENEMY_ONE,30,,,,,13202272,
#妖精バーバンシー_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
13200301,エラー3dd90bc,血に宿りし悪を断つ,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200301,
13200302,エラー3dd90bc,血に宿りし悪を断つ,敵単体/魔法/{1}の闇ダメージ<br>8ターン/毎ターン毒ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,44,44,RANK4,100,ENEMY_ONE,20,,,,,13200302,
13200311,エラー3dd90bc,血に宿りし悪を断つ,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200311,
13200312,エラー3dd90bc,血に宿りし悪を断つ,敵単体/魔法/{1}の闇ダメージ<br>8ターン/毎ターン毒ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,44,44,RANK5,100,ENEMY_ONE,20,,,,,13200312,
#妖精バーゲスト_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
13200281,エラー99aef12,死を招く牙,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,5,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200281,
13200282,エラー99aef12,死を招く牙,敵単体/魔法/{1}の火ダメージ<br>3ターン/物理ダメージをダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,5,44,40,RANK3,100,ENEMY_ONE,20,,,,,13200282,
13200291,エラー99aef12,死を招く牙,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,5,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200291,
13200292,エラー99aef12,死を招く牙,敵単体/魔法/{1}の火ダメージ<br>3ターン/物理ダメージをダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,5,44,40,RANK4,100,ENEMY_ONE,20,,,,,13200292,
#特異型サロメVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202281,術光／血雨恍惚,ブラッディエクスタティック,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202281,
13202282,術光／血雨恍惚,ブラッディエクスタティック,敵単体/魔法/{1}の光ダメージ<br>自分/2ターン/魔法ダメージをアップ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,3,40,40,RANK4,100,ENEMY_ONE,20,,,,,13202282,
13202291,術光／血雨恍惚,ブラッディエクスタティック,敵単体/魔法/{1}の光ダメージ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202291,
13202292,術光／血雨恍惚,ブラッディエクスタティック,敵単体/魔法/{1}の光ダメージ<br>自分/2ターン/魔法ダメージをアップ,1,1,ATTACK,,,SORCERY,LIGHT,THIEF,MAGIC,3,40,40,RANK5,100,ENEMY_ONE,20,,,,,13202292,
#炎夏型ガーロンVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202301,術風／透気掃除,インビジブルスイーパー,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202301,
13202302,術風／透気掃除,インビジブルスイーパー,敵単体/魔法/{11}の風ダメージ<br>与えたダメージを回復,11,2,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202302,
13202311,術風／透気掃除,インビジブルスイーパー,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202311,
13202312,術風／透気掃除,インビジブルスイーパー,敵単体/魔法/{11}の風ダメージ<br>与えたダメージを回復,11,2,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK4,100,ENEMY_ONE,20,,,,,13202312,
#未来型イテールVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202321,術氷／羞恥照隠,ノーフィットアーマー,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202321,
13202322,術氷／羞恥照隠,ノーフィットアーマー,敵単体/魔法/{1}の氷ダメージ<br>ドロー+1,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,42,42,RANK3,100,ENEMY_ONE,20,,,,,13202322,
13202331,術氷／羞恥照隠,ノーフィットアーマー,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202331,
13202332,術氷／羞恥照隠,ノーフィットアーマー,敵単体/魔法/{1}の氷ダメージ<br>ドロー+1,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,44,44,RANK4,100,ENEMY_ONE,20,,,,,13202332,
#ポックルVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202361,エラー77cd2bb,照れ隠れる者,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202361,
13202362,エラー77cd2bb,照れ隠れる者,敵単体/魔法/{1}の風ダメージ<br>ドロー+1,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,42,42,RANK3,100,ENEMY_ONE,20,,,,,13202362,
13202371,エラー77cd2bb,照れ隠れる者,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202371,
13202372,エラー77cd2bb,照れ隠れる者,敵単体/魔法/{1}の風ダメージ<br>ドロー+1,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,42,42,RANK4,100,ENEMY_ONE,20,,,,,13202372,
#リヴァイアサンVisions,,,,,,,,,,,,,,,,,,,,,,,,,
13202381,エラー45fff44,荒れ狂う巨大なる恩恵,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202381,
13202382,エラー45fff44,荒れ狂う巨大なる恩恵,敵単体/魔法/{1}の氷ダメージ<br>チェイン威力アップ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK4,100,ENEMY_ONE,30,,,,,13202382,
13202391,エラー45fff44,荒れ狂う巨大なる恩恵,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202391,
13202392,エラー45fff44,荒れ狂う巨大なる恩恵,敵単体/魔法/{1}の氷ダメージ<br>チェイン威力アップ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK5,100,ENEMY_ONE,30,,,,,13202392,
#PSO2型ﾀﾞｰｸﾌｧﾙｽﾀﾞﾌﾞﾙ,,,,,,,,,,,,,,,,,,,,,,,,,
13202401,悪食攻撃,-,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202401,
13202402,悪食攻撃,-,敵単体/魔法/{11}の闇ダメージ<br>与えたダメージを回復,11,2,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,2,43,43,RANK4,100,ENEMY_ONE,20,,,,,13202402,
13202411,悪食攻撃,-,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202411,
13202412,悪食攻撃,-,敵単体/魔法/{11}の闇ダメージ<br>与えたダメージを回復,11,2,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,2,43,43,RANK5,100,ENEMY_ONE,20,,,,,13202412,
#支援型オーダー,,,,,,,,,,,,,,,,,,,,,,,,,
13202421,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202421,
13202422,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】2ターン/物理防御をダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,42,42,RANK4,100,ENEMY_ONE,20,,,,,13202422,
13202422,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】2ターン/物理防御をダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,41,41,RANK4,100,ENEMY_ONE,20,DECK_COMBO_COUNT,2,0,1,13202424,
13202431,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202431,
13202432,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】2ターン/物理防御をダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,42,42,RANK5,100,ENEMY_ONE,20,,,,,13202432,
13202432,術火／恨節是聴,リストコンプレインオール,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】2ターン/物理防御をダウン,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,3,41,41,RANK5,100,ENEMY_ONE,20,DECK_COMBO_COUNT,2,0,1,13202434,
#PSO2型レプゼン,,,,,,,,,,,,,,,,,,,,,,,,,
13202441,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202441,
13202442,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】20％威力アップ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK4,100,ENEMY_ONE,20,,,,,13202442,
13202442,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】20％威力アップ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK4,100,ENEMY_ONE,20,DECK_COMBO_COUNT,2,0,1,13202444,
13202451,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202451,
13202452,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】20％威力アップ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK5,100,ENEMY_ONE,20,,,,,13202452,
13202452,術火／守護天照,ハンドオブアマテラス,敵単体/魔法/{1}の火ダメージ<br>【2チェイン以上】20％威力アップ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK5,100,ENEMY_ONE,20,DECK_COMBO_COUNT,2,0,1,13202454,
#PSO2型ﾀﾞｰｸﾌｧﾙｽﾙｰｻｰ,,,,,,,,,,,,,,,,,,,,,,,,,
13202461,重力制御,-,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13202461,
13202462,重力制御,-,敵単体/魔法/{11}の闇ダメージ<br>受けたダメージの40%威力アップ,11,2,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,13202462,
13202471,重力制御,-,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,13202471,
