#ID,基カードID,同カードID,冠名,メイン名,サブ名,スタックか？,属性,レアリティ,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,リーダースキル(カードのレベルアップによる変化表),,,,,,,,,,,,,,,,,,,,通常スキルID,アーサーボーナススキルID,ジョブボーナススキルID,スキルLv上限,スキルｶｯﾄｲﾝID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材フラグ,売却素材フラグ,進化合成,,,,,,,,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,
#,,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,基礎費用,進化後ID,素材ID1,素材ID2,素材ID3,素材ID4,素材ID5,素材ID6,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],未：忠誠度UP[代：騎士LvUP],スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121039,10121039,10121038,歌沫の姫,滅炎型歌姫アーサー,,,LIGHT,MILLIONRARE,0,1645,2285,0,0,0,0,183,254,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,13601211,13601212,,1,2,10121039,0,10121039,1,L,106,30000,,,,,,,,,,,歌姫アーサーの姿そっくりに作られた<br>騎士。バカンスを思いっきり楽しむ様<br>子を周囲に見せつけ、囮として外敵を<br>油断させるという役割を与えられてい<br>る。…が、その分オリジナルのアーサ<br>ー達は、彼女らが外でバカンスを楽し<br>んでいる間は表だって外に出られない<br>ためストレスが溜まってしまい、こっ<br>そり騎士達と入れ替わって本人がバカ<br>ンスを楽しんでいる時もあるという。<br>滅炎型歌姫アーサーは、バカンス中で<br>も歌の練習を欠かさず行っており、い<br>つもビーチで人だかりを生み出してい<br>る。,ZECO,内田 真礼,FEMALE,90,55,81,161,42,RIGHT,,,,,,,,,女性,B:90、W:55、H:81,161cm,42kg,右,,,,,,,,,女性,B:90、W:55、H:81,161cm,42kg,右,,,,,,,,,なし,あら？なんだか人だかりが…<br>まだまだ私も捨てたもんじゃないわね,あら？なんだか人だかりが…<br>まだまだ私も捨てたもんじゃないわね,ええーい！水着ばっかりじゃなくて、<br>私の歌をもっとききなさーい！,ええーい！水着ばっかりじゃなくて、<br>私の歌をもっとききなさーい！,日焼けはちょっとね～…アイドル<br>としては避けておきたいかな…,どこかに天然のステージなんて<br>ないかしらね？,やるわね～♪<br>私のバックコーラスなんてどお？,わ、私にくれるの？<br>ふうん、中々やるじゃない…,私達のバカンスを…邪魔しないで！,な、なんだかロマンチックな雰囲気ね<br>ちょっとドキドキしちゃう…,な、なんだかロマンチックな雰囲気ね<br>ちょっとドキドキしちゃう…,今年のビーチ曲は私の歌で決まりね！,私のステージが始まるわよ！,夏バテでやる気でないわ…,601880010,601880020,601880030,601880030,601880050,601880030,601880020,601880080,601880090,601880010,,
10121036,10121036,10121036,騎士,滅炎型盗賊アーサー,,,WIND,ULTRARARE,0,935,1385,0,0,0,0,0,0,0,104,154,0,50,100,90,,,,,,,,,,,,,,,,,,,,,14302531,14302532,,1,1,10121036,0,10121036,1,L,105,15000,,,30000,10121037,20000025,20000022,20000022,20000017,20000017,20000017,盗賊アーサーの姿そっくりに作られた<br>騎士。バカンスを思いっきり楽しむ様<br>子を周囲に見せつけ、囮として外敵を<br>油断させるという役割を与えられてい<br>る。…が、その分オリジナルのアーサ<br>ー達は、彼女らが外でバカンスを楽し<br>んでいる間は表だって外に出られない<br>ためストレスが溜まってしまい、こっ<br>そり騎士達と入れ替わって本人がバカ<br>ンスを楽しんでいる時もあるという。<br>滅炎型盗賊アーサーは、日中はビーチ<br>をふらふらしている様子が目撃されて<br>いるが、実際は何をしているか詳しく<br>把握している者は少ない。,SDwing,佐倉 綾音,FEMALE,76,55,77,152,42,RIGHT,,,,,,,,,女性,B:76、W:55、H:77,152cm,42kg,右,,,,,,,,,女性,B:76、W:55、H:77,152cm,42kg,右,,,,,,,,,なし,いや～荷物を放って海で遊ぶ！<br>夏のビーチはパラダイスですねえ♪,いや～荷物を放って海で遊ぶ！<br>夏のビーチはパラダイスですねえ♪,これだけの人混みで油断とは…<br>盗ってくださいと言わんばかりですよ,これだけの人混みで油断とは…<br>盗ってくださいと言わんばかりですよ,にっひひ♪<br>これでよりどりみどりですねえ,さ～って、どこかに油断している<br>方はいないですかねえ？,囮役は任せましたよ、相棒さん♪,他には誰もいないですね？<br>じゃあ、これは私のものってことで♪,私の仕事の邪魔をしようってんなら<br>容赦しませんよ？,お手伝いありがとうございます♪<br>では、これ貴方の取り分です！,お手伝いありがとうございます♪<br>では、これ貴方の取り分です！,お手柔らかにお願いします！,ちょっと無理し過ぎですよ！,むぐ、仕事前に食べ過ぎましたかね…,601410010,601410020,601410030,601410030,601410050,601410030,601410020,601410080,601410090,601410010,,
10121037,10121037,10121036,水鉄砲術,滅炎型盗賊アーサー,,,WIND,MILLIONRARE,0,1645,2285,0,0,0,0,0,0,0,183,254,0,60,100,100,,,,,,,,,,,,,,,,,,,,,14302541,14302542,,1,2,10121037,0,10121037,1,L,106,30000,,,,,,,,,,,盗賊アーサーの姿そっくりに作られた<br>騎士。バカンスを思いっきり楽しむ様<br>子を周囲に見せつけ、囮として外敵を<br>油断させるという役割を与えられてい<br>る。…が、その分オリジナルのアーサ<br>ー達は、彼女らが外でバカンスを楽し<br>んでいる間は表だって外に出られない<br>ためストレスが溜まってしまい、こっ<br>そり騎士達と入れ替わって本人がバカ<br>ンスを楽しんでいる時もあるという。<br>滅炎型盗賊アーサーは、日中はビーチ<br>をふらふらしている様子が目撃されて<br>いるが、実際は何をしているか詳しく<br>把握している者は少ない。,SDwing,佐倉 綾音,FEMALE,76,55,77,152,42,RIGHT,,,,,,,,,女性,B:76、W:55、H:77,152cm,42kg,右,,,,,,,,,女性,B:76、W:55、H:77,152cm,42kg,右,,,,,,,,,なし,財布の紐も気持ちもゆるゆるで、<br>だいぶ仕事がやりやすいですよ♪,財布の紐も気持ちもゆるゆるで、<br>だいぶ仕事がやりやすいですよ♪,どうぞどうぞ！<br>荷物は私が持ちますんで♪,どうぞどうぞ！<br>荷物は私が持ちますんで♪,さーて、これで思う存分<br>お仕事にいそしめますねえ,ここは人が少ないですね…<br>もっと人ごみに移動しますか,私とのコンビなら大丈夫ですって！,おお～♪海のお宝といえば<br>ゴージャスな予感ですよ！,商売敵は放置しちゃいられませんね,え？…私にくれるんですか？<br>プレゼントってのは慣れてなくて…,え？…私にくれるんですか？<br>プレゼントってのは慣れてなくて…,逃しませんよーっ！,まあまあ遠慮せずにどうぞ♪,うう…まさか監視員に捕まるなんて…,601410010,601410020,601410030,601410030,601410050,601410030,601410020,601410080,601410090,601410010,,
#160917_炎夏グループ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121024,10121024,10121024,騎士,炎夏型アーサー 技巧の場,,,FIRE,ULTRARARE,0,935,1385,0,104,154,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103411,11103412,,1,1,10121024,0,10121024,1,L,105,15000,,,30000,10121025,20000025,20000020,20000020,20000015,20000015,20000015,技巧の場のアーサーそっくりに作られ<br>た。見た目は18歳だが頭の中はまだ<br>5歳程度。戦うことに興味を持たず、<br>遊ぶことばかり考えている。外敵すら<br>遊び相手と勘違いし、ビーチボールを<br>投げつけてしまう一面も…。エクスカ<br>リバーは所持しておらず、万が一手に<br>入れてもアーサー本人でない為、扱う<br>ことはできない。,森沢晴行,佐藤 利奈,FEMALE,83,54,82,162,43,LEFT,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,うへへへ…。この時を待っていたわ…。<br>夏と言えば水着、水着と言えば美少女たん！<br>さあ来なさい！　サイコーの夏にするわよ！,夏、水着、美少女たんはどこっ！？<br>隠れてないで出てきなさい！,夏、水着、美少女たんはどこっ！？<br>隠れてないで出てきなさい！,私は変態じゃないの！<br>ちょっとピュアなだけなの！,肌色の面積が大きすぎてまぶしい！<br>まぶしすぎるっ！,夏はまだ終わらないわ！<br>すべての美少女を手に入れるまで！,おっそい！<br>早くしないと夏が終わっちゃうわよ！,ああっ！　助けてあげるっ！<br>その美しさに免じてっ！,この宝箱は人生に迷っている<br>美少年と美少女たんに捧げたい…。,とっととぶっ飛ばして<br>エンジョイタイムにするわよ！,先っちょだけでいいから見せて！<br>いいじゃない減るもんじゃなし！,いいでしょ一夏のアバンチュールくらい！<br>甘酸っぱい思い出の一ページになるのよ！？<br>ね～、ステキでしょ？　はいオッケー！,お約束くらい守りなさい！,ちょっとだけこれ着てくれない？,あの笑顔を拝みたい…！,602680010,602680020,602680030,602680030,602680050,602680030,602680020,602680080,602680090,602680010,,
10121025,10121025,10121024,果実わし掴み,炎夏型アーサー 技巧の場,,,FIRE,MILLIONRARE,0,1645,2285,0,183,254,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,11103421,11103422,,1,2,10121025,0,10121025,1,L,106,30000,,,,,,,,,,,技巧の場のアーサーそっくりに作られ<br>た。見た目は18歳だが頭の中はまだ<br>5歳程度。戦うことに興味を持たず、<br>遊ぶことばかり考えている。外敵すら<br>遊び相手と勘違いし、ビーチボールを<br>投げつけてしまう一面も…。エクスカ<br>リバーは所持しておらず、万が一手に<br>入れてもアーサー本人でない為、扱う<br>ことはできない。,森沢晴行,佐藤 利奈,FEMALE,83,54,82,162,43,LEFT,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,女性,B:83、W:54、H:82,162cm,43kg,左,,,,,,,,,夏はみんな開放的になるシーズンなの！<br>今を逃せば来年まで待たなきゃいけないのよ！<br>私そんなの耐えられないっ！,ひとり、ふたり…。うへへへ…。<br>やっぱり夏はサイコーね…。,面倒な訓練も終わったことだし<br>一夏の光景を目に焼き付けるわよ！,美意識は高く持たなきゃダメよ！<br>妥協は許さないわ！,色白美少年の水着姿…。<br>はあ、いいわ…。舐め回したい…！,熱中症でおかしくなってる？<br>バカね、平常運転よ！,そんなちんたらした走りで<br>美少年をオトせるとでも！？,美少女たんのピンチに<br>私が駆けつけるのは当然でしょ！,違うわ、美しくない…。<br>私の美を求める旅は続くの…。,私ってお楽しみは後に<br>とっとく派だからね！,じゃあこうしましょ！<br>じゃんけんで負けた方が脱ぐ！,ちょ、ちょっと結託して私をハメる気！？<br>そんなの卑怯よ！　それでも王様なの！？<br>私の思い出を返してよぉ～っ！,ダメージ喰らったら服を脱げぇ！,水着？　もちろん全員分あるわよ！,たくさんの美少女たんが待ってるのよ…！,602680010,602680020,602680030,602680030,602680050,602680030,602680020,602680080,602680090,602680010,,
10121020,10121020,10121020,妖精,炎夏型ウアサハ,,,LIGHT,ULTRARARE,0,1090,1615,0,78,115,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,12502281,12502282,,1,1,10121020,0,10121020,1,L,105,15000,,,30000,10121021,20000025,20000023,20000023,20000018,20000018,20000018,酷暑の中働くアーサーや騎士達のため<br>、敷地内に避暑スペースを設けること<br>を目的に製造された騎士。基本的には<br>炎夏型スカアハがしっかりと働くよう<br>管理する役割を与えられている。,皆村春樹,金元 寿子,FEMALE,69,52,72,145,37,RIGHT,,,,,,,,,女性,B:69、W:52、H:72,145cm,37kg,右,,,,,,,,,女性,B:69、W:52、H:72,145cm,37kg,右,,,,,,,,,気温上昇に伴い、放熱対策を施しました。<br>この対策によって周囲温度が急上昇していますが<br>ウアサハにとっては無害です。,はい、季節を意識したウアサハです。<br>冷やしウアサハ、はじめました。,はい、季節を意識したウアサハです。<br>冷やしウアサハ、はじめました。,スカアハ様をベアハッグしました。<br>愛情表現を兼ねた嫌がらせです。,夏に向けて、屋台料理などを習得<br>いたしました。自信はあります。,成長をお確かめください。<br>着実にすくすくと育っております。,目的を果たしたら、寄り道せずに<br>帰りましょう。,支援攻撃を開始します。<br>一旦下がっていてくださいませ。,中身のスキャンは完了しましたが<br>開けるまでは秘密にしておきます。,暑苦しいのはアレのせいです。<br>バラバラにして涼みましょう。,冷やしウアサハを堪能する権利を<br>さしあげます。では、ハグをどうぞ。,周辺気温を上下させる技術があったようですが、<br>未だにサルベージを達成できていません。<br>いかに涼しく過ごすかが、現状の課題です。,先に対処しておきます。,皆様のため、力を振るいます。,ここで溶けてしまいますか？,602240010,602240020,602240030,602240030,602240050,602240030,602240020,602240080,602240090,602240010,,
10121021,10121021,10121020,迸る七彩光,炎夏型ウアサハ,,,LIGHT,MILLIONRARE,0,1919,2665,0,137,190,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,12502291,12502292,,1,2,10121021,0,10121021,1,L,106,30000,,,,,,,,,,,酷暑の中働くアーサーや騎士達のため<br>、敷地内に避暑スペースを設けること<br>を目的に製造された騎士。基本的には<br>炎夏型スカアハがしっかりと働くよう<br>管理する役割を与えられている。,皆村春樹,金元 寿子,FEMALE,69,52,72,145,37,RIGHT,,,,,,,,,女性,B:69、W:52、H:72,145cm,37kg,右,,,,,,,,,女性,B:69、W:52、H:72,145cm,37kg,右,,,,,,,,,ごほうびにとっておいたウアサハのアイスが<br>ありません。アーサー様、謝るなら今です。<br>今なら肝を冷やす程度で許してあげます。,殿方の視線を釘付けにできると<br>聞いています。無意味ですが。,スカアハ様のご要望は、時に何を<br>求めているのか分かりかねます。,夏場の厨房は地獄ですので<br>出来合いのモノで手抜きします。,かき氷を放てるようになりました。<br>七種類の味からお選びください。,…成長が見えないと仰いましたね？<br>皆様、しばらくご飯抜きです。,飲み物は多めに用意しています。<br>こまめな水分補給を忘れずに。,これは遊びではありません。<br>水鉄砲による援護射撃です。,資料価値はありませんが<br>利用価値はあるかもしれません。,気取られたようです。<br>水浴びは後回しにしましょう。,アーサー様はどのウアサハが<br>好みなのでしょう。気になります。,犯人の目星は最初から付いておりました。<br>ですので、スカアハ様は食事抜きですし<br>庇ったアーサー様も、もちろん連帯責任です。,水鉄砲とはいえ、フルオートです。,恵みの雨も、よいものです。,気付けの水、浴びせます。,602240010,602240020,602240030,602240030,602240050,602240030,602240020,602240080,602240090,602240010,,
10121030,10121030,10121030,騎士,炎夏型メイヴ,,,DARK,SUPERRARE,0,587,979,0,42,70,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,11103431,11103432,,1,1,10121030,0,10121030,1,L,104,5000,,,20000,10121031,20000024,20000024,20000019,20000019,20000014,20000014,メイヴの姿そっくりに作られた。アー<br>サー達の暑さを和らげるために生み出<br>されたはずなのだが、いつもカラティ<br>ンを引き連れて自らがバカンスを楽し<br>んでいる。カラティン自身は、彼女が<br>メイヴ本人ではなく彼女の因子を使っ<br>た騎士だとわかっていつつも、彼女の<br>わがままを放っておけず、命令される<br>とつい従ってしまっている。,バチ子,豊崎 愛生,FEMALE,88,59,90,161,43,LEFT,,,,,,,,,女性,B:88、W:59、H:90,161cm,43kg,左,,,,,,,,,女性,B:88、W:59、H:90,161cm,43kg,左,,,,,,,,,あら、暑いから薄着になったまでのことなのに<br>どうして私から目を逸らすのかしら？<br>私の体に何か問題があって？　くすくす…。,私は全てを喰らう猛毒よ？<br>あなたも冒されてみたいのかしら。,私は全てを喰らう猛毒よ？<br>あなたも冒されてみたいのかしら。,あっさり手の内を見せるなんて<br>稀代の王も大したことないのね。,あなたの思考、悟られてるわよ？<br>くす…。コレが気になるんでしょう？,逃げたりしないわよ。共に行動した<br>方が、毒のまわりが早いものね。,さあ、行きなさい。あなたたちは<br>暑さになんて負けないでしょう？,高くつくわよ？<br>後でしっかり払ってもらうから。,拾ってきなさいよ。<br>どうせ大した物じゃないんだから。,暑さで頭をやられたんじゃない？<br>ああはなりたくないわね…。,いいわよ。触れても。<br>手放せなくなってもいいのなら。,私の毒はどこからでもあなたの中に入り込むわ。<br>耳、鼻、唇、手のひら。ありとあらゆる所から。<br>出始めに、あなたの瞳から蝕んであげる。,はあ、暑い暑い。,私の分も働きなさい。,よそ見してたのかしら？,603010010,603010020,603010030,603010030,603010050,603010030,603010020,603010080,603010090,603010010,,
10121031,10121031,10121030,幻想蜃気楼,炎夏型メイヴ,,,DARK,ULTRARARE,0,1090,1615,0,78,115,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103441,11103442,,1,2,10121031,0,10121031,1,L,105,15000,,,,,,,,,,,メイヴの姿そっくりに作られた。アー<br>サー達の暑さを和らげるために生み出<br>されたはずなのだが、いつもカラティ<br>ンを引き連れて自らがバカンスを楽し<br>んでいる。カラティン自身は、彼女が<br>メイヴ本人ではなく彼女の因子を使っ<br>た騎士だとわかっていつつも、彼女の<br>わがままを放っておけず、命令される<br>とつい従ってしまっている。,バチ子,豊崎 愛生,FEMALE,88,59,90,161,43,LEFT,,,,,,,,,女性,B:88、W:59、H:90,161cm,43kg,左,,,,,,,,,女性,B:88、W:59、H:90,161cm,43kg,左,,,,,,,,,魔女も妖精も本当にくだらないわね。<br>目に留まったものは、全て王たる私のモノ。<br>そう決まっているのだから。ねぇ、カラティン？,好きなだけ見ていてもいいわよ？<br>むしろ、ずっとそうしてなさいな。,あら、あなた顔が赤いわね？<br>強い日ざしのせいかしら？,せっかく新調した衣装なのに<br>もうきつくなってきたのよね…。,あなたも体で覚えたいでしょう？<br>女の武器の使い方。,実地教育の方が私の好みなのよ。<br>さあ、一緒にお勉強しましょう？,干からびるまで戦ってきなさい。<br>それだけしかできないのだから。,ほら、あなたはどうして欲しいの？<br>口に出さないと分からないわよ？,中身を渡して欲しいなら、それ相応の<br>態度があるんじゃないかしら？,邪魔ね、追い払ってきなさい。<br>それとも、私の命令が聞けないの？,あなたはこれから長い休みに入るの。<br>大丈夫よ。私に任せてくれればね。,名前を書いたという理由だけで所有権を主張する<br>なんてバカげた話よ。だって、あなたの体には<br>私の名前なんて書かれていないでしょう？,足下がフラフラね。かわいそうに。,どこを治して欲しいの？,くすくす。毒が効いてきたのかしら？,603010010,603010020,603010030,603010030,603010050,603010030,603010020,603010080,603010090,603010010,,
10121028,10121028,10121028,騎士,炎夏型ガーロン,,,WIND,SUPERRARE,0,587,979,0,0,0,0,42,70,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,13202301,13202302,,1,1,10121028,0,10121028,1,L,104,5000,,,20000,10121029,20000022,20000022,20000017,20000017,20000012,20000012,ガーロンの姿そっくりに作られた。本<br>体同様に『断絶の時代』のテクノロジ<br>ーで自由自在に体を透明化させられる<br>利点を活かして、時折、全裸で砂浜を<br>歩いているという噂があるが、透明な<br>ので確認のしようがない……。,バチ子,水原 薫,FEMALE,82,55,78,155,52,RIGHT,,,,,,,,,女性,B:82、W:55、H:78,155cm,52kg,右,,,,,,,,,女性,B:82、W:55、H:78,155cm,52kg,右,,,,,,,,,お天道様の下でもヤれるよ。<br>人が多い方が仕事しやすいし。<br>それで、誰をヤればいい？,逃げたって無駄。<br>人混みに紛れて、殺す。,逃げたって無駄。<br>人混みに紛れて、殺す。,今のあんた、簡単にやれそう。<br>…冗談だよ。,刃が生き血を欲しがってる。<br>やっちゃっていいよね。,よりどりみどりだね。<br>胸が躍るよ…。,水着は遊ぶためじゃない。<br>任務遂行に必要だからね。,次は誰？<br>あんたの指示を待つ。,どうせゴミなのに<br>拾ってもなぁ～…。,足下ががら空き。首筋がお留守。<br>どこからでもヤれる。,ん？　私に気がある？<br>それとも水着の方？,スイカ割りは得意よ。<br>目を瞑っても獲物の位置が分かるし。<br>裂けた瞬間がたまらないし。,使えないのね。,なに、殺しの依頼？,意外とウブなんだね？,603350010,603350020,603350030,603350030,603350050,603350030,603350020,603350080,603350090,603350010,,
10121029,10121029,10121028,海辺の仕手師,炎夏型ガーロン,,,WIND,ULTRARARE,0,1090,1615,0,0,0,0,78,115,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,13202311,13202312,,1,2,10121029,0,10121029,1,L,105,15000,,,,,,,,,,,ガーロンの姿そっくりに作られた。本<br>体同様に『断絶の時代』のテクノロジ<br>ーで自由自在に体を透明化させられる<br>利点を活かして、時折、全裸で砂浜を<br>歩いているという噂があるが、透明な<br>ので確認のしようがない……。,バチ子,水原 薫,FEMALE,82,55,78,155,52,RIGHT,,,,,,,,,女性,B:82、W:55、H:78,155cm,52kg,右,,,,,,,,,女性,B:82、W:55、H:78,155cm,52kg,右,,,,,,,,,水着は動きやすくて楽ね。<br>周囲に溶け込めるし。<br>それに、すぐに洗い流せるし。,夏場なのに冷たくなる。<br>これ、なーんだ。,殺し屋がこんな格好してるなんて<br>誰も想像つかないだろうし。,動きやすい格好の方が<br>仕事はしやすいから。,知ってる？<br>殺気って冷たいんだよ。,暑いね。<br>とっとと終わりにしよう。,仕事なら当然。<br>行くわよ、掃除しに。,この仕事が終わったら<br>遊んであげる。,証拠を残さないのが<br>一流の仕事人だから。,背後から忍び寄って…<br>確実にトドメを刺す。,気に入らなかったら殺すよ。<br>それでも私と付き合える？,遊んであげるよ。<br>いつ殺されるか分からないデートとかどう？<br>スリルあるでしょ。,気配も殺さないとね。,受け取っておくわ。,もうおしまい？,603350010,603350020,603350030,603350030,603350050,603350030,603350020,603350080,603350090,603350010,,
10121026,10121026,10121026,騎士,炎夏型エターナル・フレイム,,,ICE,SUPERRARE,0,587,979,0,0,0,0,0,0,0,42,70,0,40,100,70,,,,,,,,,,,,,,,,,,,,,14302551,14302552,,1,1,10121026,0,10121026,1,L,104,5000,,,20000,10121027,20000021,20000021,20000016,20000016,20000011,20000011,エターナル・フレイム・オブ・ディッ<br>センバーの姿そっくりに作られた。本<br>体同様、二種の炎を自由に操ることが<br>できるが、炎天下では周りに迷惑がか<br>かるため、めったに見せることはない<br>。『海の家』といわれる海岸に設置さ<br>れた商業施設においてはその火力が重<br>宝されているとかいないとか……。,黒銀,長妻 樹里,FEMALE,71,64,80,150,38,RIGHT,,,,,,,,,女性,B:71、W:64、H:80,150cm,38kg,右,,,,,,,,,女性,B:71、W:64、H:80,150cm,38kg,右,,,,,,,,,夏は、元気になれる季節、でも…。<br>暑いから、みんな私から、離れちゃう。<br>ちょっぴり、切ないね…。,アーサーは、夏、好き…？<br>私は…暑くて、好きじゃない…。,アーサーは、夏、好き…？<br>私は…暑くて、好きじゃない…。,暑いから、火もおっきい…。<br>元気だけど、ちょっと悲しいね…。,火が消えたら、いいのに…。<br>みんなと、遊べるのに…。,火も、強くなっちゃったみたい…。<br>アーサー、フラフラしない…？,いたい…。<br>虫が、ぶつかって…。いたい…。,ごめん、なさい…。<br>暑くない…？,宝探しなら<br>みんなとも、遊べるから…。,来てほしくない、けど…。<br>みんなのジャマ、させないから。,手を、握って…。<br>いっしょに、遊ぼう。アーサー。,アーサーも、私みたいに火が出せたら<br>ヤケドしたり、しないのかな…。<br>そんな魔法、ちょっとだけ…夢見ちゃった。,燃える。炎が、燃える…。,燃やしちゃったら、ごめん…。,いっしょに居たい…。,603190010,603190020,603190030,603190030,603190050,603190030,603190020,603190080,603190090,603190010,,
10121027,10121027,10121026,蒼紅燃ゆ炎天,炎夏型エターナル・フレイム,,,ICE,ULTRARARE,0,1090,1615,0,0,0,0,0,0,0,78,115,0,50,100,90,,,,,,,,,,,,,,,,,,,,,14302561,14302562,,1,2,10121027,0,10121027,1,L,105,15000,,,,,,,,,,,エターナル・フレイム・オブ・ディッ<br>センバーの姿そっくりに作られた。本<br>体同様、二種の炎を自由に操ることが<br>できるが、炎天下では周りに迷惑がか<br>かるため、めったに見せることはない<br>。『海の家』といわれる海岸に設置さ<br>れた商業施設においてはその火力が重<br>宝されているとかいないとか……。,黒銀,長妻 樹里,FEMALE,71,64,80,150,38,RIGHT,,,,,,,,,女性,B:71、W:64、H:80,150cm,38kg,右,,,,,,,,,女性,B:71、W:64、H:80,150cm,38kg,右,,,,,,,,,魔女さんから…聞いたの…。<br>ブリテンが、暑くなってるって…。<br>もしかして…私のせい、なのかな…？,アーサーが、好きなら…。<br>私も、夏…好きになれそう。,ちょっとだけ、がんばってみるよ…。<br>アーサー、応援してくれる…？,水着が、燃えちゃうかも…。<br>どうしよう、恥ずかしい…。,水には、入れない、けど…。<br>水遊びは、好きだから。,景色が、ゆがんでる…？<br>火、強すぎた、かな…。,気をつけないと…<br>口の中に、入っちゃうから…。,助けるよ、アーサー…。<br>熱くても、がまんしてね…？,アーサー、嬉しい…？<br>私も、嬉しい…。,飛んで火にいる<br>悪い子たち、だね…。,触ってほしい、アーサーに…。<br>ヤケドしちゃうかも、だけど。,アーサー…。暑くて、脱いだの…？<br>見ちゃだめなのに…、見ちゃう…。<br>ごめん、なさい…、私、悪い子だね…？,お空まで、焦がしてあげる。,熱いけど、がまんして…。,暑い、から…みんな離れてく…。,603190010,603190020,603190030,603190030,603190050,603190030,603190020,603190080,603190090,603190010,,
#160917_妖精グループ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
