#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,属性デッキコンボ,機能,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,優先度,機能ID,
12502192,王技／覇天光,ジャッジメントライト,味方全員/2ターン/魔法防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,13,13,RANK5,100,USER_ALL,20,,,,,12502192,
#星冠型彦星Visions,,,,,,,,,,,,,,,,,,,,,,,,,
12502201,術光／求動織姫,ミッシングベガ,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502201,
12502202,術光／求動織姫,ミッシングベガ,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,13,13,RANK4,100,USER_ALL,20,,,,,12502202,
12502211,術光／求動織姫,ミッシングベガ,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,SELF,20,,,,,12502211,
12502212,術光／求動織姫,ミッシングベガ,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,13,13,RANK5,100,USER_ALL,20,,,,,12502212,
#星冠型ポラリスVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502221,術援／不動結界,イモービルバリア,自分/1ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502221,
12502222,術援／不動結界,イモービルバリア,味方全員/1ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,13,13,RANK3,100,USER_ALL,20,,,,,12502222,
12502231,術援／不動結界,イモービルバリア,自分/1ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502231,
12502232,術援／不動結界,イモービルバリア,味方全員/1ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,13,13,RANK4,100,USER_ALL,20,,,,,12502232,
#炎夏型ティストVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502241,術援／魅惑障壁,チャームウォール,自分/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,WIND,MILLIONAIRE,MAGIC,2,14,14,RANK2,100,SELF,20,,,,,12502241,
12502242,術援／魅惑障壁,チャームウォール,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,WIND,MILLIONAIRE,MAGIC,2,13,13,RANK4,100,USER_ALL,20,,,,,12502242,
12502251,術援／魅惑障壁,チャームウォール,自分/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,WIND,MILLIONAIRE,MAGIC,2,14,NaN,RANK3,100,SELF,20,,,,,12502251,
12502252,術援／魅惑障壁,チャームウォール,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,WIND,MILLIONAIRE,MAGIC,2,13,13,RANK5,100,USER_ALL,20,,,,,12502252,
#炎夏型エヴェインVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502261,術氷／熱視集中,ビッグウォーターメロン,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502261,
12502262,術氷／熱視集中,ビッグウォーターメロン,味方1人/2ターン/物理防御を<br>{1}アップ<br>味方全員ドロー+2,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK4,100,USER_ONE,20,,,,,12502262,
12502271,術氷／熱視集中,ビッグウォーターメロン,自分/2ターン/物理防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,SELF,20,,,,,12502271,
12502272,術氷／熱視集中,ビッグウォーターメロン,味方1人/2ターン/物理防御を<br>{1}アップ<br>味方全員ドロー+2,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK5,100,USER_ONE,20,,,,,12502272,
#炎夏型ウアサハVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502281,天罰／氷菓食者,パニッシュスカアハ,自分/2ターン/魔法防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502281,
12502282,天罰／氷菓食者,パニッシュスカアハ,味方1人/2ターン/魔法防御を<br>{1}アップ<br>味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK4,100,USER_ONE,20,,,,,12502282,
12502291,天罰／氷菓食者,パニッシュスカアハ,自分/2ターン/魔法防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,SELF,20,,,,,12502291,
12502292,天罰／氷菓食者,パニッシュスカアハ,味方1人/2ターン/魔法防御を<br>{1}アップ<br>味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,LIGHT,MILLIONAIRE,MAGIC,3,14,14,RANK5,100,USER_ONE,20,,,,,12502292,
#支援型ネージュ,,,,,,,,,,,,,,,,,,,,,,,,,
12502301,術水／戯中本懐,スノーマンクライシス,自分/2ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502301,
12502302,術水／戯中本懐,スノーマンクライシス,味方全員/2ターン/魔法防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,13,13,RANK4,100,USER_ALL,20,,,,,12502302,
12502311,術水／戯中本懐,スノーマンクライシス,自分/2ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,SELF,20,,,,,12502311,
12502312,術水／戯中本懐,スノーマンクライシス,味方全員/2ターン/魔法防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,ICE,MILLIONAIRE,MAGIC,3,13,13,RANK5,100,USER_ALL,20,,,,,12502312,
#観月型ビスクラヴレットVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502321,術援／月下人狼,ムーンライトウェアウルフ,自分/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,4,14,14,RANK2,100,SELF,20,,,,,12502321,
12502322,術援／月下人狼,ムーンライトウェアウルフ,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,4,13,13,RANK4,100,USER_ALL,20,,,,,12502322,
12502331,術援／月下人狼,ムーンライトウェアウルフ,自分/2ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,4,14,14,RANK3,100,SELF,20,,,,,12502331,
12502332,術援／月下人狼,ムーンライトウェアウルフ,味方全員/2ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,4,13,13,RANK5,100,USER_ALL,20,,,,,12502332,
#未来型リトルグレイVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12502341,術援／恋愛誘拐,ラブキャトル,自分/2ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12502341,
12502342,術援／恋愛誘拐,ラブキャトル,味方全員/2ターン/魔法防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,13,13,RANK4,100,USER_ALL,20,,,,,12502342,
12502351,術援／恋愛誘拐,ラブキャトル,自分/2ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,SELF,20,,,,,12502351,
12502352,術援／恋愛誘拐,ラブキャトル,味方全員/2ターン/魔法防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,13,13,RANK5,100,USER_ALL,20,,,,,12502352,
#妨害,,,,,,,,,,,,,,,,,,,,,,,,,
#特異型ディートリヒ_R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
12600011,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK1,100,ENEMY_ONE,20,,,,,12600011,
12600012,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK2,100,ENEMY_ONE,20,,,,,12600012,
12600021,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK2,100,ENEMY_ONE,20,,,,,12600021,
12600022,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK3,100,ENEMY_ONE,20,,,,,12600022,
12600031,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK2,100,ENEMY_ONE,20,,,,,12600031,
12600032,攻腕粉砕#81,アーミーデストロイ,敵単体/3ターン/物理ダメージを<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,FIRE,MILLIONAIRE,MAGIC,2,31,31,RANK4,100,ENEMY_ONE,20,,,,,12600032,
#支援型ラグネル_HN/R/SR,,,,,,,,,,,,,,,,,,,20,,,,,,
12600041,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK1,100,ENEMY_ONE,20,,,,,12600041,
12600042,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK1,100,ENEMY_ONE,20,,,,,12600042,
12600051,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK1,100,ENEMY_ONE,20,,,,,12600051,
12600052,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK2,100,ENEMY_ONE,20,,,,,12600052,
12600061,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK2,100,ENEMY_ONE,20,,,,,12600061,
12600062,術援／制限表裏,ビューティカース,敵単体/3ターン/物理防御を<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,DARK,MILLIONAIRE,MAGIC,2,31,31,RANK3,100,ENEMY_ONE,20,,,,,12600062,
#特異型ロビンフッドVisions,,,,,,,,,,,,,,,,,,,,,,,,,
12602011,長大弓＝間隙命中,ロングロングシューティング,敵単体/3ターン/魔法防御を<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,WIND,MILLIONAIRE,PHYSICS,3,31,31,RANK2,100,ENEMY_ONE,20,,,,,12602011,
12602012,長大弓＝間隙命中,ロングロングシューティング,敵単体/3ターン/魔法防御を<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,WIND,MILLIONAIRE,PHYSICS,3,31,31,RANK3,100,ENEMY_ONE,20,,,,,12602012,
12602021,長大弓＝間隙命中,ロングロングシューティング,敵単体/3ターン/魔法防御を<br>{1}ダウン｜ドロー+1,1,1,PARAM_DOWN,,,JAMMING,WIND,MILLIONAIRE,PHYSICS,3,31,31,RANK2,100,ENEMY_ONE,20,,,,,12602021,
12602022,長大弓＝間隙命中,ロングロングシューティング,敵単体/3ターン/魔法防御を<br>{1}ダウン｜味方全員ドロー+1,1,1,PARAM_DOWN,,,JAMMING,WIND,MILLIONAIRE,PHYSICS,3,31,31,RANK4,100,ENEMY_ONE,20,,,,,12602022,
#保留,,,,,,,,,,,,,,,,,,,,,,,,,
#複製型クーホリン_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
#12100331,暴風槍雨#44,ゲイ＝ボルグ,敵単体/物理/{1}の氷ダメージ,1,1,ATTACK,,,ATTACK,ICE,MILLIONAIRE,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,12100331,
#12100332,暴風槍雨#44,ゲイ＝ボルグ,敵単体/物理/{1}の氷ダメージ<br>味方全員/2ターン/魔法防御をアップ,1,1,ATTACK,,,ATTACK,ICE,MILLIONAIRE,PHYSICS,4,42,41,RANK4,100,ENEMY_ONE,20,,,,,12100332,
#12100341,暴風槍雨#44,ゲイ＝ボルグ,敵単体/物理/{1}の氷ダメージ,1,1,ATTACK,,,ATTACK,ICE,MILLIONAIRE,PHYSICS,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,12100341,
#12100342,暴風槍雨#44,ゲイ＝ボルグ,敵単体/物理/{1}の氷ダメージ<br>味方全員/2ターン/魔法防御をアップ,1,1,ATTACK,,,ATTACK,ICE,MILLIONAIRE,PHYSICS,4,42,41,RANK5,100,ENEMY_ONE,20,,,,,12100342,
#特異型甲斐姫_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
#12100351,術風／報復薙刀,リベンジャーブレード,敵単体/物理/{1}の光ダメージ,1,1,ATTACK,,,ATTACK,LIGHT,MILLIONAIRE,PHYSICS,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,12100351,
#12100352,術風／報復薙刀,リベンジャーブレード,敵単体/物理/{11}の光ダメージ<br>受けたダメージの25%威力アップ,11,2,ATTACK,,,ATTACK,LIGHT,MILLIONAIRE,PHYSICS,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,12100352,
#12100361,術風／報復薙刀,リベンジャーブレード,敵単体/物理/{1}の光ダメージ,1,1,ATTACK,,,ATTACK,LIGHT,MILLIONAIRE,PHYSICS,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,12100361,
#12100362,術風／報復薙刀,リベンジャーブレード,敵単体/物理/{11}の光ダメージ<br>受けたダメージの25%威力アップ,11,2,ATTACK,,,ATTACK,LIGHT,MILLIONAIRE,PHYSICS,4,43,43,RANK5,100,ENEMY_ONE,20,,,,,12100362,
#妖精ペリーダンサー_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
#12500091,エラー652bff,太陽風の乱調,自分/3ターン/魔法防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12500091,
#12500092,エラー652bff,太陽風の乱調,味方1人/3ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK3,100,USER_ONE,20,,,,,12500092,
#12500101,エラー652bff,太陽風の乱調,自分/3ターン/魔法防御を<br>{1}アップ,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12500101,
#12500102,エラー652bff,太陽風の乱調,味方1人/3ターン/魔法防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,DARK,MILLIONAIRE,MAGIC,3,14,14,RANK4,100,USER_ONE,20,,,,,12500102,
#逆行型メイヴ_SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
#12500271,術火／恐怖命令,テリブルオーダー,自分/1ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12500271,
#12500272,術火／恐怖命令,テリブルオーダー,味方全員/1ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,13,13,RANK3,100,USER_ALL,20,,,,,12500272,
#12500281,術火／恐怖命令,テリブルオーダー,自分/1ターン/物理防御を<br>{1}アップ｜ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,14,14,RANK2,100,SELF,20,,,,,12500281,
#12500282,術火／恐怖命令,テリブルオーダー,味方全員/1ターン/物理防御を<br>{1}アップ｜味方全員ドロー+1,1,1,DEF_UP,,,DEFENSE,FIRE,MILLIONAIRE,MAGIC,3,13,13,RANK4,100,USER_ALL,20,,,,,12500282,
#盗賊アーサー,,,,,,,,,,,,,,,,,,,,,,,,,
#攻撃,,,,,,,,,,,,,,,,,,,,,,,,,
#復元型ウーサー_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
13200071,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200071,
13200072,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200072,
13200081,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200081,
13200082,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200082,
13200091,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200091,
13200092,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200092,
13200101,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200101,
13200102,破突剣＝絶対誘導,パーフェクトピアッシング,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,4,43,43,RANK4,100,ENEMY_ONE,20,,,,,13200102,
#支援型ブリーセン_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200041,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200041,
13200042,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200042,
13200051,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200051,
13200052,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200052,
13200061,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200061,
13200062,術氷／恋愛幻影,スイートハニープロブレム,敵単体/魔法/{1}の氷ダメージ,1,1,ATTACK,,,SORCERY,ICE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200062,
#外敵型ボールス_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200151,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200151,
13200152,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200152,
13200161,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200161,
13200162,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200162,
13200171,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200171,
13200172,爆裂突弾#5,アウトサイドバレット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200172,
#第二型ラモラック_HN/R/SR,,,,,,,,,,,,,,,,,,,,,,,,,
13200011,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200011,
13200012,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200012,
13200021,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200021,
13200022,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200022,
13200031,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200031,
13200032,巨迅槍＝撃破優先,ストラグルサーティ,敵単体/魔法/{1}の火ダメージ,1,1,ATTACK,,,SORCERY,FIRE,THIEF,MAGIC,2,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200032,
#支援型リネット_HN/R/SR/UR,,,,,,,,,,,,,,,,,,,,,,,,,
13200111,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200111,
13200112,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200112,
13200121,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK1,100,ENEMY_ONE,20,,,,,13200121,
13200122,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200122,
13200131,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200131,
13200132,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200132,
13200141,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200141,
13200142,召喚球＝戦力放出,ナイトオブリネット,敵単体/魔法/{1}の風ダメージ,1,1,ATTACK,,,SORCERY,WIND,THIEF,MAGIC,3,43,43,RANK4,100,ENEMY_ONE,20,,,,,13200142,
#特異型卑弥呼_UR/MR,,,,,,,,,,,,,,,,,,,,,,,,,
13200261,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK2,100,ENEMY_ONE,20,,,,,13200261,
13200262,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ<br>1ターン/魔法防御をダウン,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,41,41,RANK4,100,ENEMY_ONE,20,,,,,13200262,
13200271,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,43,43,RANK3,100,ENEMY_ONE,20,,,,,13200271,
13200272,術闇／幻妖招聘,オリエンタルモンスター,敵単体/魔法/{1}の闇ダメージ<br>1ターン/魔法防御をダウン,1,1,ATTACK,,,SORCERY,DARK,THIEF,MAGIC,3,41,41,RANK5,100,ENEMY_ONE,20,,,,,13200272,
