#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示時に掛ける数,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（１４文字）,,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
61000181,[光]魔攻熟练 极 等级1,light mastery,光属性的魔法伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000181,
61000182,[光]魔攻熟练 极 等级2,light mastery,光属性的魔法伤害提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000182,
61000183,[光]魔攻熟练 极 等级3,light mastery,光属性的魔法伤害提升12%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000183,
61000191,[暗]魔攻熟练 极 等级1,dark mastery,暗属性的魔法伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000191,
61000192,[暗]魔攻熟练 极 等级2,dark mastery,暗属性的魔法伤害提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000192,
61000193,[暗]魔攻熟练 极 等级3,dark mastery,暗属性的魔法伤害提升12%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000193,
61000201,[火]物魔熟练 极 等级1,fire mastery,火属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000201,
61000202,[火]物魔熟练 极 等级2,fire mastery,火属性的伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000202,
61000203,[火]物魔熟练 极 等级3,fire mastery,火属性的伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000203,
61000211,[冰]物魔熟练 极 等级1,ice mastery,冰属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000211,
61000212,[冰]物魔熟练 极 等级2,ice mastery,冰属性的伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000212,
61000213,[冰]物魔熟练 极 等级3,ice mastery,冰属性的伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000213,
61000221,[风]物魔熟练 极 等级1,wind mastery,风属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000221,
61000222,[风]物魔熟练 极 等级2,wind mastery,风属性的伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000222,
61000223,[风]物魔熟练 极 等级3,wind mastery,风属性的伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000223,
61000231,[光]物魔熟练 极 等级1,light mastery,光属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000231,
61000232,[光]物魔熟练 极 等级2,light mastery,光属性的伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000232,
61000233,[光]物魔熟练 极 等级3,light mastery,光属性的伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000233,
61000241,[暗]物魔熟练 极 等级1,dark mastery,暗属性的伤害提升2%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000241,
61000242,[暗]物魔熟练 极 等级2,dark mastery,暗属性的伤害提升3%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000242,
61000243,[暗]物魔熟练 极 等级3,dark mastery,暗属性的伤害提升5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000243,
61000251,[火]物攻增强 极 等级1,fire enhance,火属性的物理伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000251,
61000252,[火]物攻增强 极 等级2,fire enhance,火属性的物理伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000252,
61000253,[火]物攻增强 极 等级3,fire enhance,火属性的物理伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000253,
61000261,[冰]物攻增强 极 等级1,ice enhance,冰属性的物理伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000261,
61000262,[冰]物攻增强 极 等级2,ice enhance,冰属性的物理伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000262,
61000263,[冰]物攻增强 极 等级3,ice enhance,冰属性的物理伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000263,
61000271,[风]物攻增强 极 等级1,wind enhance,风属性的物理伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000271,
61000272,[风]物攻增强 极 等级2,wind enhance,风属性的物理伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000272,
61000273,[风]物攻增强 极 等级3,wind enhance,风属性的物理伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000273,
61000281,[光]物攻增强 极 等级1,light enhance,光属性的物理伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000281,
61000282,[光]物攻增强 极 等级2,light enhance,光属性的物理伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000282,
61000283,[光]物攻增强 极 等级3,light enhance,光属性的物理伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000283,
61000291,[暗]物攻增强 极 等级1,dark enhance,暗属性的物理伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000291,
61000292,[暗]物攻增强 极 等级2,dark enhance,暗属性的物理伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000292,
61000293,[暗]物攻增强 极 等级3,dark enhance,暗属性的物理伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000293,
61000301,[火]魔攻增强 极 等级1,fire enhance,火属性的魔法伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000301,
61000302,[火]魔攻增强 极 等级2,fire enhance,火属性的魔法伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000302,
61000303,[火]魔攻增强 极 等级3,fire enhance,火属性的魔法伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000303,
61000311,[冰]魔攻增强 极 等级1,ice enhance,冰属性的魔法伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000311,
61000312,[冰]魔攻增强 极 等级2,ice enhance,冰属性的魔法伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000312,
61000313,[冰]魔攻增强 极 等级3,ice enhance,冰属性的魔法伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000313,
61000321,[风]魔攻增强 极 等级1,wind enhance,风属性的魔法伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000321,
61000322,[风]魔攻增强 极 等级2,wind enhance,风属性的魔法伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000322,
61000323,[风]魔攻增强 极 等级3,wind enhance,风属性的魔法伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000323,
61000331,[光]魔攻增强 极 等级1,light enhance,光属性的魔法伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000331,
61000332,[光]魔攻增强 极 等级2,light enhance,光属性的魔法伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000332,
61000333,[光]魔攻增强 极 等级3,light enhance,光属性的魔法伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000333,
61000341,[暗]魔攻增强 极 等级1,dark enhance,暗属性的魔法伤害提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000341,
61000342,[暗]魔攻增强 极 等级2,dark enhance,暗属性的魔法伤害提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000342,
61000343,[暗]魔攻增强 极 等级3,dark enhance,暗属性的魔法伤害提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000343,
61000351,[火]物魔攻增强 极 等级1,fire enhance,火属性的伤害提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000351,
61000352,[火]物魔攻增强 极 等级2,fire enhance,火属性的伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000352,
61000353,[火]物魔攻增强 极 等级3,fire enhance,火属性的伤害提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000353,
61000361,[冰]物魔攻增强 极 等级1,ice enhance,冰属性的伤害提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000361,
61000362,[冰]物魔攻增强 极 等级2,ice enhance,冰属性的伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000362,
61000363,[冰]物魔攻增强 极 等级3,ice enhance,冰属性的伤害提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000363,
61000371,[风]物魔攻增强 极 等级1,wind enhance,风属性的伤害提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000371,
61000372,[风]物魔攻增强 极 等级2,wind enhance,风属性的伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000372,
61000373,[风]物魔攻增强 极 等级3,wind enhance,风属性的伤害提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000373,
61000381,[光]物魔攻增强 极 等级1,light enhance,光属性的伤害提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000381,
61000382,[光]物魔攻增强 极 等级2,light enhance,光属性的伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000382,
61000383,[光]物魔攻增强 极 等级3,light enhance,光属性的伤害提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000383,
61000391,[暗]物魔攻增强 极 等级1,dark enhance,暗属性的伤害提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000391,
61000392,[暗]物魔攻增强 极 等级2,dark enhance,暗属性的伤害提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000392,
61000393,[暗]物魔攻增强 极 等级3,dark enhance,暗属性的伤害提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000393,
61000401,[火]物防增强 极 等级1,fire protect,火属性的物理防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000401,
61000402,[火]物防增强 极 等级2,fire protect,火属性的物理防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000402,
61000403,[火]物防增强 极 等级3,fire protect,火属性的物理防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000403,
61000411,[冰]物防增强 极 等级1,ice protect,冰属性的物理防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000411,
61000412,[冰]物防增强 极 等级2,ice protect,冰属性的物理防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000412,
61000413,[冰]物防增强 极 等级3,ice protect,冰属性的物理防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000413,
61000421,[风]物防增强 极 等级1,wind protect,风属性的物理防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000421,
61000422,[风]物防增强 极 等级2,wind protect,风属性的物理防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000422,
61000423,[风]物防增强 极 等级3,wind protect,风属性的物理防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000423,
61000431,[光]物防增强 极 等级1,light protect,光属性的物理防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000431,
61000432,[光]物防增强 极 等级2,light protect,光属性的物理防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000432,
61000433,[光]物防增强 极 等级3,light protect,光属性的物理防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000433,
61000441,[暗]物防增强 极 等级1,dark protect,暗属性的物理防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000441,
61000442,[暗]物防增强 极 等级2,dark protect,暗属性的物理防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000442,
61000443,[暗]物防增强 极 等级3,dark protect,暗属性的物理防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000443,
61000451,[火]魔防增强 极 等级1,fire protect,火属性的魔法防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000451,
61000452,[火]魔防增强 极 等级2,fire protect,火属性的魔法防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000452,
61000453,[火]魔防增强 极 等级3,fire protect,火属性的魔法防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000453,
61000461,[冰]魔防增强 极 等级1,ice protect,冰属性的魔法防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000461,
61000462,[冰]魔防增强 极 等级2,ice protect,冰属性的魔法防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000462,
61000463,[冰]魔防增强 极 等级3,ice protect,冰属性的魔法防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000463,
61000471,[风]魔防增强 极 等级1,wind protect,风属性的魔法防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000471,
61000472,[风]魔防增强 极 等级2,wind protect,风属性的魔法防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000472,
61000473,[风]魔防增强 极 等级3,wind protect,风属性的魔法防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000473,
61000481,[光]魔防增强 极 等级1,light protect,光属性的魔法防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000481,
61000482,[光]魔防增强 极 等级2,light protect,光属性的魔法防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000482,
61000483,[光]魔防增强 极 等级3,light protect,光属性的魔法防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,LIGHT,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000483,
61000491,[暗]魔防增强 极 等级1,dark protect,暗属性的魔法防御提升效果提升6%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000491,
61000492,[暗]魔防增强 极 等级2,dark protect,暗属性的魔法防御提升效果提升9%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000492,
61000493,[暗]魔防增强 极 等级3,dark protect,暗属性的魔法防御提升效果提升15%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,DARK,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000493,
61000501,[火]物魔防增强 极 等级1,fire protect,火属性的防御提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000501,
61000502,[火]物魔防增强 极 等级2,fire protect,火属性的防御提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000502,
61000503,[火]物魔防增强 极 等级3,fire protect,火属性的防御提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,FIRE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000503,
61000511,[冰]物魔防增强 极 等级1,ice protect,冰属性的防御提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000511,
61000512,[冰]物魔防增强 极 等级2,ice protect,冰属性的防御提升效果提升4%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000512,
61000513,[冰]物魔防增强 极 等级3,ice protect,冰属性的防御提升效果提升7%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,ICE,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000513,
61000521,[风]物魔防增强 极 等级1,wind protect,风属性的防御提升效果提升2.5%,1,1,.1,PER_SUCCESS,,PASSIVE,SUPPORT,WIND,MERCENARY,PHYSICS,0,12,12,RANK5,100,SELF,,,,,,,,,20,,,,,,,,61000521,
